srcip	sport	dstip	dsport	proto	state	dur	sbytes	dbytes	sttl	dttl	sloss	dloss	service	Sload	Dload	Spkts	Dpkts	swin	dwin	stcpb	dtcpb	smeansz	dmeansz	trans_depth	res_bdy_len	Sjit	Djit	Stime	Ltime	Sintpkt	Dintpkt	tcprtt	synack	ackdat	is_sm_ips_ports	ct_state_ttl	ct_flw_http_mthd	is_ftp_login	ct_ftp_cmd	ct_srv_src	ct_srv_dst	ct_dst_ltm	ct_src_ ltm	ct_src_dport_ltm	ct_dst_sport_ltm	ct_dst_src_ltm	attack_cat	Label		actual	predict1	predict2	predict3	predict4	predict5	predict6	predict7	predict8	predict9	predict10
175.45.176.3	44373	149.171.126.14	80	tcp	FIN	1.124168	68197	612	254	252	27	1	http	477231.1563	4049.216797	60	14	255	255	3468765312	2146208350	1137	44	1	0	1849.949441	87.510633	1421927986	1421927987	18.610644	79.299383	0.164068	0.093275	0.070793	0	1	1	0	0	3	3	1	1	1	1	1	Fuzzers	1		1	1	1	1	5	1	1	1	1	1	1
175.45.176.1	15695	149.171.126.15	21	tcp	FIN	1.655324	788	682	254	252	4	4	ftp	3537.676025	3025.389648	14	12	255	255	1448046838	499403189	56	57	0	0	6824.939463	179.368719	1421927986	1421927987	127.261697	142.291812	0.195218	0.090112	0.105106	0	1	0	0	0	1	1	2	2	1	1	1	Fuzzers	1		1	7	7	7	7	7	7	7	7	7	7
175.45.176.0	22204	149.171.126.15	445	tcp	FIN	1.487929	994	808	254	252	3	2	-	4903.459961	3914.165283	12	10	255	255	1217441822	2615476320	83	81	0	0	7488.363108	223.46575	1421927985	1421927987	132.949997	152.737	0.231161	0.113294	0.117867	0	1	0	0	0	1	1	2	1	1	1	1	Fuzzers	1		1	5	5	7	5	5	5	5	5	5	7
175.45.176.3	8558	149.171.126.14	80	tcp	FIN	1.147316	68197	612	254	252	27	1	http	467602.6563	3967.520752	60	14	255	255	1955379825	968202511	1137	44	0	0	1788.058323	91.496008	1421927987	1421927988	17.795238	80.663539	0.188412	0.098686	0.089726	0	1	0	0	0	3	3	1	1	1	1	1	Fuzzers	1		1	1	1	1	1	1	1	1	1	1	1
175.45.176.1	34179	149.171.126.18	445	tcp	FIN	1.007518	34706	898	254	252	15	2	-	267921.75	6542.811035	36	12	255	255	1358526238	931490109	964	75	0	0	2329.511104	102.658227	1421927987	1421927988	28.756314	84.73218	0.164174	0.07546	0.088714	0	1	0	0	0	4	3	1	1	1	1	1	Fuzzers	1		1	1	1	1	1	1	1	1	1	1	1
175.45.176.1	29871	149.171.126.19	80	tcp	FIN	0.981751	1016	268	254	252	2	1	http	7456.06543	1825.310059	10	6	255	255	3161213443	1715105693	102	45	0	0	5299.961431	240.044594	1421927989	1421927990	104.345111	167.166594	0.235626	0.1459	0.089726	0	1	0	0	0	1	1	1	1	1	1	1	Exploits	1		5	5	5	7	5	7	5	7	5	7	7
175.45.176.3	13265	149.171.126.14	80	tcp	FIN	1.472613	68197	612	254	252	27	1	http	364310.25	3091.104004	60	14	255	255	936415669	1259457550	1137	44	1	0	2369.20827	137.479328	1421927989	1421927990	24.418051	106.524078	0.187688	0.087792	0.099896	0	1	1	0	0	1	1	1	1	1	1	1	Fuzzers	1		1	5	5	5	5	5	5	5	5	5	5
175.45.176.0	32819	149.171.126.15	445	tcp	FIN	2.091766	994	848	254	252	3	2	-	3487.96167	2921.932861	12	10	255	255	2134422947	1420081113	83	85	0	0	12527.77759	299.8855	1421927988	1421927990	187.108088	221.946219	0.200073	0.094239	0.105834	0	1	0	0	0	1	2	1	1	1	1	1	Fuzzers	1		1	1	1	7	1	1	1	1	1	1	1
175.45.176.2	39147	149.171.126.13	25	tcp	FIN	2.464966	13909	1914	62	252	12	8	smtp	43638.73438	5929.493652	30	22	255	255	899499215	86959436	464	87	0	0	4685.736075	136.865547	1421927987	1421927990	83.900862	112.995141	0.189834	0.092061	0.097773	0	1	0	0	0	1	1	2	2	1	1	2	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	59516	149.171.126.11	445	tcp	FIN	2.016137	1110	714	254	252	3	2	-	4039.408203	2479.990234	12	8	255	255	488348840	470390791	93	89	0	0	10984.35761	464.320719	1421927989	1421927991	183.192903	272.917438	0.18735	0.105704	0.081646	0	1	0	0	0	2	1	2	2	2	1	1	Fuzzers	1		1	5	1	1	1	1	1	1	1	1	5
175.45.176.0	60870	149.171.126.11	80	tcp	FIN	1.100016	888	354	254	252	2	1	http	5818.097168	2254.512695	10	8	255	255	3234991049	45447055	89	44	0	0	6161.823352	237.161703	1421927990	1421927991	115.103889	141.854	0.284019	0.107025	0.176994	0	1	0	0	0	1	1	2	1	1	1	1	Exploits	1		5	5	7	7	7	7	7	7	7	7	7
175.45.176.3	64178	149.171.126.15	111	tcp	FIN	3.711353	564	354	254	252	2	1	-	1095.018433	668.21991	10	8	255	255	5067399	2090996575	56	44	0	0	28078.5826	807.534937	1421927987	1421927991	409.481222	511.871	0.193062	0.128246	0.064816	0	1	0	0	0	2	2	1	1	1	1	1	Reconnaissance	1		7	1	1	1	1	1	1	1	1	1	7
175.45.176.1	59216	149.171.126.18	445	tcp	FIN	1.652199	994	778	254	252	3	2	-	4415.933105	3394.26416	12	10	255	255	3714321331	493320235	83	78	0	0	8914.168334	258.566359	1421927989	1421927991	144.184182	171.832437	0.199508	0.105701	0.093807	0	1	0	0	0	2	2	1	2	2	1	1	Fuzzers	1		1	1	1	1	1	1	1	1	1	1	1
175.45.176.3	28762	149.171.126.18	2537	tcp	FIN	1.171776	1320	354	254	252	2	1	-	8110.764648	2116.445312	10	8	255	255	103832215	3363455224	132	44	0	0	7769.300906	223.014953	1421927990	1421927992	130.092333	155.547	0.155743	0.082932	0.072811	0	1	0	0	0	2	2	1	1	1	1	1	Exploits	1		5	1	1	5	1	1	1	5	5	1	1
175.45.176.0	22793	149.171.126.19	25	tcp	FIN	2.931496	13531	1804	62	252	12	8	smtp	35695.08594	4699.307129	30	22	255	255	3968670020	2773046377	451	82	0	0	5753.92379	168.1085	1421927990	1421927993	101.086068	136.134187	0.132486	0.071989	0.060497	0	1	0	0	0	1	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	40602	149.171.126.12	80	tcp	FIN	1.189035	1264	7586	62	252	2	4	http	7656.628906	47399.78125	10	14	255	255	2992382664	3369043469	126	542	1	3175	9192.336499	5437.401872	1421927993	1421927994	132.115	83.087692	0.171785	0.108605	0.06318	0	1	1	0	0	1	1	1	1	1	1	1	Generic	1		6	5	5	5	5	5	5	5	5	5	5
175.45.176.1	22057	149.171.126.13	25	tcp	FIN	3.131626	19691	1834	254	252	14	8	smtp	48823.19922	4490.958008	34	24	255	255	2152332142	597971856	579	76	0	0	5949.637324	168.270328	1421927992	1421927995	94.892063	128.141258	0.280771	0.184375	0.096396	0	1	0	0	0	1	1	1	2	1	1	1	DoS	1		4	5	5	5	5	5	1	5	5	1	5
175.45.176.3	27950	149.171.126.17	143	tcp	FIN	3.889722	1608	133006	62	252	6	56	-	3204.342041	271196.75	32	116	255	255	2731200565	4236821778	50	1147	0	0	6999.100572	3601.805907	1421927994	1421927998	125.474907	33.053312	0.206034	0.087836	0.118198	0	1	0	0	0	2	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	33888	149.171.126.13	80	tcp	FIN	2.056845	1526	140239	62	252	2	54	http	5709.71582	540583.3125	26	112	255	255	3432068786	2134027679	59	1252	1	67584	3927.92766	1910.230084	1421927996	1421927998	82.2738	17.889081	0.150803	0.069229	0.081574	0	1	1	0	0	1	1	1	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	28388	149.171.126.18	143	tcp	FIN	2.661733	1026	6990	62	252	6	8	-	2912.388428	19959.92969	18	20	255	255	1916592779	15101466	57	350	0	0	8011.174657	7340.215093	1421927996	1421927998	156.572529	131.22447	0.244194	0.112621	0.131573	0	1	0	0	0	4	2	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	62567	149.171.126.14	28149	tcp	FIN	1.858236	764	354	254	252	2	1	-	2961.948975	1334.599121	10	8	255	255	4086482081	3842471159	76	44	0	0	13724.70675	362.711719	1421927997	1421927999	201.374	251.426578	0.194958	0.09824	0.096718	0	1	0	0	0	4	2	1	2	1	1	1	Shellcode	1		8	5	8	5	5	8	8	8	5	5	8
175.45.176.3	63997	149.171.126.16	53	udp	INT	1.10E-05	118	0	254	0	0	0	dns	42909092	0	2	0	0	0	0	0	59	0	0	0	0	0	1421928001	1421928001	0.011	0	0	0	0	0	2	0	0	0	1	1	1	2	1	1	1	Generic	1		6	6	7	7	4	7	6	1	6	7	8
175.45.176.3	59717	149.171.126.15	111	tcp	FIN	1.245124	564	354	254	252	2	1	-	3263.931885	1991.769531	10	8	255	255	696933148	3740469817	56	44	0	0	8329.943416	219.588156	1421927999	1421928001	138.235333	161.642281	0.229609	0.113622	0.115987	0	1	0	0	0	2	2	1	2	1	1	1	Reconnaissance	1		7	1	1	1	1	1	1	1	1	1	7
175.45.176.2	50772	149.171.126.14	110	tcp	FIN	2.66996	1058	19608	62	252	7	14	pop3	3026.262451	56917.70703	22	32	255	255	3392963279	716789171	48	613	0	0	6540.032993	5334.276971	1421928000	1421928002	127.110196	83.407355	0.197798	0.084311	0.113487	0	1	0	0	0	1	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.3	15395	149.171.126.16	80	tcp	FIN	2.156393	135855	1042	254	252	51	1	http	499344.9688	3706.188965	108	24	255	255	3036857964	4271957155	1258	43	0	0	1918.404694	112.485461	1421928002	1421928004	19.512224	89.454172	0.171334	0.098937	0.072397	0	1	0	0	0	3	1	1	1	1	1	1	Exploits	1		5	1	1	1	5	1	1	1	1	1	5
175.45.176.1	31585	149.171.126.17	80	tcp	FIN	0.798891	854	8902	62	252	2	4	http	7700.674805	81723.28906	10	12	255	255	381014554	3103535325	85	742	1	3944	4781.265028	3989.338223	1421928006	1421928006	88.750333	62.395003	0.205019	0.112539	0.09248	0	1	1	0	0	1	1	1	4	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	51404	149.171.126.15	80	tcp	FIN	1.179404	788	29468	62	252	2	11	http	4904.171875	192748.2031	12	28	255	255	2806964726	927407306	66	1052	1	13824	6977.460026	3663.796693	1421928005	1421928006	107.126999	39.424185	0.187101	0.114943	0.072158	0	1	1	0	0	1	1	1	1	1	1	1	Generic	1		6	5	5	5	5	5	5	5	5	5	5
175.45.176.3	44063	149.171.126.19	143	tcp	FIN	3.032629	1108	32358	62	252	6	17	-	2777.787842	83114.67969	20	38	255	255	4172234896	2081604977	55	852	0	0	9357.485808	6292.850637	1421928004	1421928007	159.562952	77.770431	0.227113	0.155107	0.072006	0	1	0	0	0	1	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.3	44063	149.171.126.19	143	tcp	FIN	3.032629	1108	32358	62	252	6	17	-	2777.787842	83114.67969	20	38	255	255	4172234896	2081604977	55	852	0	0	9357.485808	6292.850637	1421928004	1421928007	159.562952	77.770431	0.227113	0.155107	0.072006	0	1	0	0	0	1	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.3	50585	149.171.126.19	110	tcp	FIN	4.083653	1118	32282	62	252	7	18	pop3	2100.080566	61660.48047	24	40	255	255	621271429	2083303894	47	807	0	0	12208.73458	9219.292942	1421928006	1421928010	177.550136	102.048694	0.178333	0.103071	0.075262	0	1	0	0	0	1	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.3	59883	149.171.126.16	53	udp	INT	1.00E-05	214	0	254	0	0	0	dns	85600000	0	2	0	0	0	0	0	107	0	0	0	0	0	1421928010	1421928010	0.01	0	0	0	0	0	2	0	0	0	1	1	1	2	1	1	1	Generic	1		6	7	7	7	7	7	7	7	7	7	7
175.45.176.3	52849	149.171.126.14	25	tcp	FIN	5.144634	5165	1946	62	252	9	8	smtp	7697.34082	2889.224121	24	22	255	255	1974834316	4274817443	215	88	0	0	17079.18994	520.421875	1421928006	1421928011	223.679742	236.122047	0.27806	0.133079	0.144981	0	1	0	0	0	1	1	2	2	1	1	2	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.3	52849	149.171.126.14	25	tcp	FIN	5.144634	5165	1946	62	252	9	8	smtp	7697.34082	2889.224121	24	22	255	255	1974834316	4274817443	215	88	0	0	17079.18994	520.421875	1421928006	1421928011	223.679742	236.122047	0.27806	0.133079	0.144981	0	1	0	0	0	1	1	2	2	1	1	2	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	40281	149.171.126.10	53	udp	INT	2.30E-05	188	0	254	0	0	0	dns	32695652	0	2	0	0	0	0	0	94	0	0	0	0	0	1421928011	1421928011	0.023	0	0	0	0	0	2	0	0	0	1	1	1	1	1	1	1	Reconnaissance	1		7	7	7	7	7	7	7	7	7	7	7
175.45.176.0	31895	149.171.126.16	143	tcp	FIN	1.552938	6776	614	254	252	5	3	-	32727.64258	2848.793701	16	10	255	255	2223184477	4243485089	424	61	0	0	6976.841128	228.539031	1421928009	1421928011	100.7926	160.101781	0.201723	0.112021	0.089702	0	1	0	0	0	2	1	1	1	1	1	1	DoS	1		4	5	5	5	5	5	5	5	5	5	5
175.45.176.2	64872	149.171.126.13	80	tcp	FIN	1.323591	916	354	254	252	2	1	http	4986.43457	1873.690552	10	8	255	255	2144033395	1484928468	92	44	0	0	8212.280966	266.810187	1421928012	1421928013	147.065667	169.216719	0.210585	0.138098	0.072487	0	1	0	0	0	1	2	2	2	1	1	2	Exploits	1		5	1	1	1	1	1	1	5	1	1	7
175.45.176.0	12558	149.171.126.17	143	tcp	FIN	2.656991	1012	4376	62	252	6	8	-	2878.444092	12519.42481	18	20	255	255	3050300096	2940096335	56	219	0	0	8052.566168	7428.23008	1421928010	1421928013	156.237294	135.169628	0.170191	0.088758	0.081433	0	1	0	0	0	2	1	1	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	12558	149.171.126.17	143	tcp	FIN	2.656991	1012	4376	62	252	6	8	-	2878.444092	12519.42481	18	20	255	255	3050300096	2940096335	56	219	0	0	8052.566168	7428.23008	1421928010	1421928013	156.237294	135.169628	0.170191	0.088758	0.081433	0	1	0	0	0	2	1	1	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	2857	149.171.126.14	63572	tcp	FIN	0.665135	520	268	254	252	2	1	-	5628.932129	2694.189697	10	6	255	255	2547097071	872353479	52	45	0	0	3669.137469	164.337734	1421928015	1421928016	70.017444	110.979	0.238031	0.11023	0.127801	0	1	0	0	0	2	2	1	1	1	1	1	Shellcode	1		8	8	8	5	5	8	8	8	8	8	8
175.45.176.3	59905	149.171.126.16	80	tcp	FIN	1.124182	854	268	254	252	2	1	http	5472.42334	1594.047974	10	6	255	255	1397415052	4050465553	85	45	0	0	6931.888426	345.576875	1421928014	1421928016	116.533333	207.964797	0.194635	0.084353	0.110282	0	1	0	0	0	1	1	1	1	1	1	1	Exploits	1		5	5	5	7	5	7	7	7	5	7	7
175.45.176.0	16628	149.171.126.13	80	tcp	FIN	2.050333	814	354	62	252	2	1	http	2860.023193	1209.55957	10	8	255	255	2646081078	3514335919	81	44	0	0	12938.94477	424.127125	1421928014	1421928016	223.322667	276.664438	0.196575	0.113681	0.082894	0	1	0	0	0	1	2	1	1	1	1	1	DoS	1		4	5	5	5	5	5	5	5	5	5	5
175.45.176.2	53480	149.171.126.13	111	udp	INT	1.10E-05	168	0	254	0	0	0	-	61090908	0	2	0	0	0	0	0	84	0	0	0	0	0	1421928017	1421928017	0.011	0	0	0	0	0	2	0	0	0	5	4	1	1	1	1	1	Reconnaissance	1		7	6	6	6	7	6	7	6	7	7	6
175.45.176.3	49934	149.171.126.16	53	udp	INT	1.10E-05	490	0	254	0	0	0	dns	178181824	0	2	0	0	0	0	0	245	0	0	0	0	0	1421928017	1421928017	0.011	0	0	0	0	0	2	0	0	0	1	1	1	2	1	1	1	Generic	1		6	5	5	6	7	5	5	5	5	5	7
175.45.176.2	27840	149.171.126.15	143	tcp	FIN	7.79532	2902	385426	62	252	6	144	-	2930.989258	394192.4063	62	292	255	255	2433077767	3714215981	47	1320	0	0	8971.940397	4114.902928	1421928010	1421928018	127.792131	26.325657	0.279368	0.105949	0.173419	0	1	0	0	0	5	2	2	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	5374	149.171.126.17	80	tcp	FIN	0.984953	1128	1132	254	252	2	2	http	8252.170898	8276.537109	10	10	255	255	251534050	420025217	113	113	1	98	6621.326527	140.989109	1421928018	1421928019	109.439222	97.942109	0.178398	0.102871	0.075527	0	1	1	0	0	2	1	1	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	21544	149.171.126.14	80	tcp	FIN	2.264736	796	16560	62	252	2	7	http	2532.745605	55572.04297	10	20	255	255	2910002806	2309277939	80	828	0	0	15070.3937	11882.14393	1421928019	1421928021	251.637333	111.890365	0.232019	0.138193	0.093826	0	1	0	0	0	1	2	1	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	21544	149.171.126.14	80	tcp	FIN	2.264736	796	16560	62	252	2	7	http	2532.745605	55572.04297	10	20	255	255	2910002806	2309277939	80	828	0	0	15070.3937	11882.14393	1421928019	1421928021	251.637333	111.890365	0.232019	0.138193	0.093826	0	1	0	0	0	1	2	1	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	38841	149.171.126.18	80	tcp	FIN	0.75999	926	268	254	252	2	1	http	8779.063477	2357.925781	10	6	255	255	407824719	3486496032	93	45	0	0	4084.76681	187.772672	1421928020	1421928021	75.760556	133.510406	0.188584	0.092428	0.096156	0	1	0	0	0	2	1	2	2	1	1	2	Exploits	1		5	5	5	7	5	5	5	7	5	7	7
175.45.176.0	61080	149.171.126.14	143	tcp	FIN	3.654899	990	7650	62	252	6	9	-	2046.568237	15985.12109	18	22	255	255	4170725271	4066951386	55	348	0	0	15166.03466	0	1421928020	1421928024	214.994059	168.478281	0.179982	0.087815	0.092167	0	1	0	0	0	2	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	61080	149.171.126.14	143	tcp	FIN	3.654899	990	7650	62	252	6	9	-	2046.568237	15985.12109	18	22	255	255	4170725271	4066951386	55	348	0	0	15166.03466	0	1421928020	1421928024	214.994059	168.478281	0.179982	0.087815	0.092167	0	1	0	0	0	2	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	61080	149.171.126.14	143	tcp	FIN	3.654899	990	7650	62	252	6	9	-	2046.568237	15985.12109	18	22	255	255	4170725271	4066951386	55	348	0	0	15166.03466	0	1421928020	1421928024	214.994059	168.478281	0.179982	0.087815	0.092167	0	1	0	0	0	2	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.2	55533	149.171.126.17	80	tcp	FIN	1.016383	800	7312	62	252	2	4	http	5667.154785	52759.63672	10	12	255	255	3263410985	1013835465	80	609	0	0	5738.546837	6808.354935	1421928023	1421928024	112.931444	83.677543	0.21291	0.095233	0.117677	0	1	0	0	0	1	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	8163	149.171.126.12	80	tcp	FIN	3.455953	2076	249293	62	252	2	92	http	4687.563965	574005.5	40	188	255	255	819279668	3957445405	52	1326	0	0	4453.312094	2317.754865	1421928021	1421928025	88.614182	18.000181	0.200292	0.08882	0.111472	0	1	0	0	0	2	1	1	2	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	30968	149.171.126.19	2100	tcp	FIN	1.212742	2572	822	254	252	3	3	ftp	15554.83398	4881.5	12	10	255	255	1985360687	3506986905	214	82	0	0	5689.375594	154.612297	1421928024	1421928025	110.163003	123.904109	0.204517	0.097599	0.106918	0	1	0	0	0	1	1	1	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.1	47378	149.171.126.10	80	tcp	FIN	0.906046	852	268	254	252	2	1	http	6772.283203	1977.824585	10	6	255	255	3410357284	3860191751	85	45	0	0	5010.752754	250.600719	1421928025	1421928026	96.893	155.021203	0.211531	0.130939	0.080592	0	1	0	0	0	2	1	1	1	1	1	1	Reconnaissance	1		7	5	5	7	7	7	7	7	5	7	7
175.45.176.1	53140	149.171.126.17	445	tcp	FIN	3.530441	3904	2764	254	252	8	8	-	8445.40332	5979.989258	22	22	255	255	3422706918	311287448	177	126	0	0	9293.55312	219.179922	1421928023	1421928026	168.116232	163.958766	0.239967	0.086613	0.153354	0	1	0	0	0	4	2	1	1	1	1	1	Generic	1		6	1	1	1	1	1	1	1	1	1	1
175.45.176.1	44474	149.171.126.17	111	udp	INT	7.00E-06	168	0	254	0	0	0	-	96000000	0	2	0	0	0	0	0	84	0	0	0	0	0	1421928027	1421928027	0.007	0	0	0	0	0	2	0	0	0	4	2	1	3	1	1	1	Reconnaissance	1		7	7	7	7	7	7	7	7	7	7	7
175.45.176.2	60783	149.171.126.14	111	tcp	FIN	1.615198	564	354	254	252	2	1	-	2516.100098	1535.415405	10	8	255	255	3907428361	3506974515	56	44	0	0	11645.24973	283.646531	1421928027	1421928028	164.852333	210.684281	0.238667	0.140398	0.098269	0	1	0	0	0	4	1	1	2	1	1	1	Reconnaissance	1		7	7	7	1	7	7	7	7	7	7	7
175.45.176.2	33436	149.171.126.17	111	udp	INT	1.10E-05	168	0	254	0	0	0	-	61090908	0	2	0	0	0	0	0	84	0	0	0	0	0	1421928030	1421928030	0.011	0	0	0	0	0	2	0	0	0	4	1	1	2	1	1	1	Reconnaissance	1		7	7	7	7	7	7	7	7	7	7	7
175.45.176.3	43613	149.171.126.11	80	tcp	FIN	1.549111	948	354	254	252	2	1	http	4410.271484	1600.918213	10	8	255	255	2048280654	889791510	95	44	0	0	10345.84844	426.111281	1421928030	1421928032	166.087444	208.574141	0.166283	0.089082	0.077201	0	1	0	0	0	2	2	2	2	2	1	1	Reconnaissance	1		7	1	1	1	1	1	1	1	1	1	1
175.45.176.0	59228	149.171.126.11	80	tcp	FIN	2.269145	952	1158	62	252	2	2	http	3021.402344	3677.156006	10	10	255	255	2004648626	528777293	95	116	1	109	19341.97134	434.095781	1421928030	1421928032	252.127222	239.075437	0.180364	0.085921	0.094443	0	1	1	0	0	1	2	2	1	1	1	1	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.2	45696	149.171.126.18	21	tcp	FIN	5.062739	1244	1636	62	252	7	9	ftp	1885.14563	2468.229248	24	22	255	255	2652066256	100751794	52	74	0	0	13166.51689	429.908094	1421928028	1421928033	220.119084	234.829531	0.210214	0.130634	0.07958	0	1	0	0	0	1	1	2	2	1	1	2	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.2	45696	149.171.126.18	21	tcp	FIN	5.062739	1244	1636	62	252	7	9	ftp	1885.14563	2468.229248	24	22	255	255	2652066256	100751794	52	74	0	0	13166.51689	429.908094	1421928028	1421928033	220.119084	234.829531	0.210214	0.130634	0.07958	0	1	0	0	0	1	1	2	2	1	1	2	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.2	42355	149.171.126.19	80	tcp	FIN	0.811336	834	268	254	252	2	1	http	7405.070312	2208.702637	10	6	255	255	285342729	2427714914	83	45	1	0	4617.035549	212.608984	1421928032	1421928033	86.364111	143.386797	0.167833	0.094398	0.073435	0	1	1	0	0	1	1	1	2	1	1	1	Reconnaissance	1		7	5	7	7	5	5	7	7	5	5	7
175.45.176.2	14315	149.171.126.18	64661	tcp	FIN	1.549901	364	860	62	252	1	2	ftp-data	1646.556763	3886.699951	8	8	255	255	2935849957	3769877768	46	108	0	0	15692.39496	413.375812	1421928031	1421928033	221.245719	205.950578	0.156459	0.108236	0.048223	0	1	0	0	0	1	1	2	2	1	1	2	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.2	14315	149.171.126.18	64661	tcp	FIN	1.549901	364	860	62	252	1	2	ftp-data	1646.556763	3886.699951	8	8	255	255	2935849957	3769877768	46	108	0	0	15692.39496	413.375812	1421928031	1421928033	221.245719	205.950578	0.156459	0.108236	0.048223	0	1	0	0	0	1	1	2	2	1	1	2	Exploits	1		5	5	5	5	5	5	5	5	5	5	5
175.45.176.0	59532	149.171.126.11	80	tcp	FIN	1.064768	732	996	62	252	2	2	http	4951.313477	6739.496582	10	10	255	255	782096998	771091757	73	100	1	30	6285.936957	194.200094	1421928033	1421928034	118.209667	106.797555	0.181383	0.103584	0.077799	0	1	1	0	0	1	1	1	1	1	1	1	Exploits	1		5	5	7	5	5	5	5	5	5	5	5
175.45.176.2	57891	149.171.126.11	111	udp	INT	2.10E-05	168	0	254	0	0	0	-	32000000	0	2	0	0	0	0	0	84	0	0	0	0	0	1421928036	1421928036	0.021	0	0	0	0	0	2	0	0	0	6	2	1	3	1	1	1	Reconnaissance	1		7	7	7	7	7	1	7	7	7	7	7
175.45.176.3	6231	149.171.126.16	1707	tcp	FIN	2.814557	536	354	254	252	2	1	-	1372.862549	881.133301	10	8	255	255	3454894542	2962195002	54	44	0	0	23923.32071	661.095312	1421928034	1421928037	308.667556	389.547563	0.16651	0.087721	0.078789	0	1	0	0	0	3	2	1	1	1	1	1	Exploits	1		5	1	1	1	1	1	1	1	1	1	7
175.45.176.0	5914	149.171.126.19	111	tcp	FIN	1.52701	564	354	254	252	2	1	-	2661.410156	1624.088989	10	8	255	255	492760860	3416982786	56	44	0	0	10942.92851	272.706594	1421928036	1421928037	160.347556	203.743719	0.175582	0.100793	0.074789	0	1	0	0	0	2	1	1	2	1	1	1	Reconnaissance	1		7	7	7	7	7	7	7	7	7	7	7
175.45.176.1	0	149.171.126.11	0	ospf	INT	24.602036	1280	0	254	0	0	0	-	395.414429	0	20	0	0	0	0	0	64	0	0	0	1548.602125	0	1421928014	1421928038	1294.844125	0	0	0	0	0	2	0	0	0	4	3	2	3	2	2	2	DoS	1		4	1	1	1	1	5	1	5	1	5	5
175.45.176.1	0	149.171.126.11	0	ospf	INT	24.602036	1280	0	254	0	0	0	-	395.414429	0	20	0	0	0	0	0	64	0	0	0	1548.602125	0	1421928014	1421928038	1294.844125	0	0	0	0	0	2	0	0	0	4	3	2	3	2	2	2	DoS	1		4	1	1	1	1	5	1	5	1	5	5
175.45.176.3	0	149.171.126.16	0	udp	INT	2.00E-06	2634	0	254	0	0	0	-	5268000256	0	2	0	0	0	0	0	1317	0	0	0	0	0	1421928038	1421928038	0.002	0	0	0	0	0	2	0	0	0	3	2	1	2	1	1	1	Exploits	1		5	1	1	5	1	1	1	5	1	1	1
175.45.176.3	0	149.171.126.16	0	udp	INT	2.00E-06	2634	0	254	0	0	0	-	5268000256	0	2	0	0	0	0	0	1317	0	0	0	0	0	1421928038	1421928038	0.002	0	0	0	0	0	2	0	0	0	3	2	1	2	1	1	1	Exploits	1		5	1	1	5	1	1	1	5	1	1	1
175.45.176.3	0	149.171.126.16	0	udp	INT	2.00E-06	2634	0	254	0	0	0	-	5268000256	0	2	0	0	0	0	0	1317	0	0	0	0	0	1421928038	1421928038	0.002	0	0	0	0	0	2	0	0	0	3	2	1	2	1	1	1	Exploits	1		5	1	1	5	1	1	1	5	1	1	1
