srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,actual,predict
175.45.176.1,1913.0,149.171.126.11,445,tcp,FIN,1.875293,1110.0,806.0,254.0,252.0,3.0,2.0,-,4342.788086,3097.115967,12.0,10.0,255.0,255.0,2233883170.0,717902725.0,93.0,81.0,0.0,0.0,9559.569764,311.676688,1421927954.0,1421927956.0,159.347278,197.42978100000002,0.185896,0.098424,0.08747200000000001,0.0,1.0,0.0,0.0,0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.3,34100.0,149.171.126.11,25,tcp,FIN,6.8693919999999995,162056.0,2720.0,62.0,252.0,64.0,8.0,smtp,187320.2188,3088.48291,134.0,40.0,255.0,255.0,1997115183.0,3031060223.0,1209.0,68.0,0.0,0.0,7369.835304000001,385.74568700000003,1421927951.0,1421927958.0,51.648879,174.11023400000002,0.18442999999999998,0.079092,0.10533800000000001,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,31687.0,149.171.126.15,445,tcp,FIN,1.2920049999999998,994.0,820.0,254.0,252.0,3.0,2.0,-,5647.037109000001,4569.64209,12.0,10.0,255.0,255.0,1337661213.0,3983728830.0,83.0,82.0,0.0,0.0,6544.698941,181.90400000000002,1421927957.0,1421927958.0,114.28163799999999,130.906,0.260896,0.113849,0.147047,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,5
175.45.176.3,14674.0,149.171.126.14,80,tcp,FIN,2.677174,68197.0,698.0,254.0,252.0,27.0,1.0,http,200393.3906,1957.28772,60.0,16.0,255.0,255.0,1931386072.0,3078929635.0,1137.0,44.0,1.0,0.0,5905.120086999999,263.666938,1421927956.0,1421927958.0,44.723508,168.501797,0.260004,0.149646,0.110358,0.0,1.0,1.0,0.0,0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,56946.0,149.171.126.17,110,tcp,FIN,5.776146,1988.0,185536.0,62.0,252.0,7.0,77.0,pop3,2691.067627,255342.5781,44.0,158.0,255.0,255.0,1538049150.0,753654825.0,45.0,1174.0,0.0,0.0,7437.844642,3881.165003,1421927953.0,1421927959.0,134.32898,35.565706,0.330604,0.157003,0.173601,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,1126.0,149.171.126.18,445,tcp,FIN,1.7310900000000002,34706.0,1004.0,254.0,252.0,15.0,2.0,-,155934.125,4311.734375,36.0,14.0,255.0,255.0,3866536509.0,1909610378.0,964.0,72.0,0.0,0.0,4360.585781000001,225.211016,1421927957.0,1421927959.0,48.760172,125.72123400000001,0.185731,0.096713,0.089018,0.0,1.0,0.0,0.0,0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,12831.0,149.171.126.15,21,tcp,FIN,1.30745,586.0,682.0,254.0,252.0,3.0,4.0,ftp,3291.904053,3830.356689,12.0,12.0,255.0,255.0,1115305476.0,2474951820.0,49.0,57.0,0.0,0.0,5740.308341,133.003031,1421927957.0,1421927959.0,118.85908899999998,109.48881999999999,0.265373,0.102468,0.162905,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,55308.0,149.171.126.11,445,tcp,FIN,1.5847799999999999,1110.0,796.0,254.0,252.0,3.0,2.0,-,5138.883789,3619.429932,12.0,10.0,255.0,255.0,945838972.0,3558351439.0,93.0,80.0,0.0,0.0,10380.48735,224.609281,1421927957.0,1421927959.0,139.627727,168.049,0.17449,0.07232899999999999,0.102161,0.0,1.0,0.0,0.0,0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,33278.0,149.171.126.17,80,tcp,FIN,1.5024620000000002,810.0,4424.0,62.0,252.0,2.0,3.0,http,3881.6289060000004,21596.55273,10.0,12.0,255.0,255.0,2954212239.0,4089283646.0,81.0,369.0,1.0,1720.0,8849.44717,8516.723715,1421927959.0,1421927960.0,166.940222,118.294276,0.24872600000000003,0.150471,0.098255,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,48938.0,149.171.126.14,80,tcp,FIN,1.854257,68197.0,698.0,254.0,252.0,27.0,1.0,http,289327.75,2825.9296879999997,60.0,16.0,255.0,255.0,3157984682.0,3374930650.0,1137.0,44.0,0.0,0.0,3232.712263,195.8785,1421927959.0,1421927961.0,30.533933,117.527398,0.156419,0.09134199999999999,0.065077,0.0,1.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.2,52163.0,149.171.126.12,80,tcp,FIN,1.764418,1482.0,7922.0,62.0,252.0,2.0,4.0,http,6048.453125,33357.17578,10.0,14.0,255.0,255.0,1182972444.0,1911280302.0,148.0,566.0,0.0,0.0,11486.29158,9005.916751,1421927959.0,1421927961.0,196.046444,125.35945600000001,0.193797,0.134054,0.059743,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,39879.0,149.171.126.13,80,tcp,FIN,2.920101,1528.0,7230.0,62.0,252.0,3.0,4.0,http,3838.223389,18393.88477,12.0,14.0,255.0,255.0,598188060.0,3942105884.0,127.0,516.0,0.0,0.0,15839.43085,17083.87154,1421927958.0,1421927961.0,265.360631,214.510072,0.265879,0.131464,0.134415,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,48070.0,149.171.126.18,445,tcp,FIN,1.697187,994.0,828.0,254.0,252.0,3.0,2.0,-,4298.878418,3516.406982,12.0,10.0,255.0,255.0,2834916224.0,3761157621.0,83.0,83.0,0.0,0.0,9079.516620999999,269.0435,1421927960.0,1421927962.0,151.295088,174.021,0.242069,0.13099,0.111079,0.0,1.0,0.0,0.0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.3,50807.0,149.171.126.17,12174,tcp,FIN,1.867941,536.0,354.0,254.0,252.0,2.0,1.0,-,2068.587891,1327.665039,10.0,8.0,255.0,255.0,375395874.0,1876301054.0,54.0,44.0,0.0,0.0,11487.89631,400.037156,1421927961.0,1421927963.0,207.549,245.62714100000002,0.253056,0.147819,0.10523699999999998,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,35265.0,149.171.126.11,445,tcp,FIN,2.4962720000000003,1110.0,836.0,254.0,252.0,3.0,2.0,-,3262.464844,2413.198486,12.0,10.0,255.0,255.0,2431746419.0,1891780039.0,93.0,84.0,0.0,0.0,15264.781669999998,384.137594,1421927962.0,1421927964.0,226.92327000000003,265.822125,0.28515799999999997,0.10387,0.181288,0.0,1.0,0.0,0.0,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,20857.0,149.171.126.15,445,tcp,FIN,4.815118,994.0,818.0,254.0,252.0,3.0,2.0,-,1515.227661,1224.476807,12.0,10.0,255.0,255.0,749744927.0,1019302904.0,83.0,82.0,0.0,0.0,32143.35915,1129.8175,1421927959.0,1421927964.0,429.029449,519.590438,0.271385,0.138801,0.13258399999999998,0.0,1.0,0.0,0.0,0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,40270.0,149.171.126.12,1533,tcp,FIN,3.811549,2684.0,354.0,254.0,252.0,2.0,1.0,-,5070.904297,650.6541139999999,10.0,8.0,255.0,255.0,2557492733.0,2270441188.0,268.0,44.0,0.0,0.0,26742.48342,895.5223119999999,1421927960.0,1421927964.0,423.491222,522.6121559999999,0.257312,0.153248,0.104064,0.0,1.0,0.0,0.0,0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,Exploits,1.0,5,1
175.45.176.1,11094.0,149.171.126.15,21,tcp,FIN,1.820325,820.0,682.0,254.0,252.0,4.0,4.0,ftp,3348.852539,2751.156982,14.0,12.0,255.0,255.0,3776140287.0,1833028532.0,59.0,57.0,0.0,0.0,7391.2850659999995,197.133172,1421927963.0,1421927965.0,137.205841,150.76254699999998,0.360535,0.161936,0.198599,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,12271.0,149.171.126.15,445,tcp,FIN,1.28366,994.0,722.0,254.0,252.0,3.0,2.0,-,5683.747559,3938.7375490000004,12.0,8.0,255.0,255.0,2357506844.0,1123428610.0,83.0,90.0,0.0,0.0,5889.981983,248.18429700000002,1421927965.0,1421927966.0,111.19181999999999,168.633141,0.204291,0.103224,0.10106699999999999,0.0,1.0,0.0,0.0,0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,59183.0,149.171.126.11,139,tcp,FIN,2.492453,2676.0,2396.0,62.0,252.0,7.0,7.0,-,8162.239745999999,7308.462401999999,20.0,20.0,255.0,255.0,72159407.0,63509121.0,134.0,120.0,0.0,0.0,6661.6589030000005,153.077703,1421927964.0,1421927966.0,131.181738,123.36742199999999,0.217058,0.14777,0.069288,0.0,1.0,0.0,0.0,0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,Exploits,1.0,5,5
175.45.176.0,14903.0,149.171.126.10,111,udp,INT,1.9e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,35368424.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927966.0,1421927966.0,0.019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.3,43263.0,149.171.126.14,80,tcp,FIN,2.431387,68199.0,612.0,254.0,252.0,27.0,1.0,-,220657.5938,1872.182495,60.0,14.0,255.0,255.0,2884674554.0,1746084080.0,1137.0,44.0,0.0,0.0,5412.835481,352.517281,1421927963.0,1421927966.0,39.802152,179.72560900000002,0.142709,0.094943,0.047766,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,31617.0,149.171.126.11,445,tcp,FIN,1.2045780000000001,1110.0,824.0,254.0,252.0,3.0,2.0,-,6760.873535,4927.866699,12.0,10.0,255.0,255.0,533242529.0,2117658125.0,93.0,82.0,0.0,0.0,6735.351984000001,182.887516,1421927965.0,1421927966.0,105.40018300000001,125.70810900000001,0.147819,0.07320399999999999,0.074615,0.0,1.0,0.0,0.0,0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,Fuzzers,1.0,1,5
175.45.176.1,8351.0,149.171.126.18,445,tcp,FIN,1.849001,1106.0,836.0,254.0,252.0,3.0,2.0,-,4387.233886999999,3257.975342,12.0,10.0,255.0,255.0,1387590171.0,771029755.0,92.0,84.0,0.0,0.0,10447.73912,275.755594,1421927965.0,1421927967.0,163.93981200000002,194.84067199999998,0.223019,0.095428,0.127591,0.0,1.0,0.0,0.0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,6678.0,149.171.126.16,111,tcp,FIN,1.565766,564.0,354.0,254.0,252.0,2.0,1.0,-,2595.534668,1583.889282,10.0,8.0,255.0,255.0,1669824183.0,2837633867.0,56.0,44.0,0.0,0.0,11596.97747,276.354594,1421927966.0,1421927968.0,168.188778,208.237719,0.224998,0.108101,0.116897,0.0,1.0,0.0,0.0,0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.0,41730.0,149.171.126.14,111,tcp,FIN,2.103055,564.0,354.0,254.0,252.0,2.0,1.0,-,1932.42688,1179.236816,10.0,8.0,255.0,255.0,3341531562.0,2597089942.0,56.0,44.0,0.0,0.0,16109.11204,423.07390599999997,1421927966.0,1421927968.0,233.65511099999998,283.330281,0.256594,0.11973900000000001,0.136855,0.0,1.0,0.0,0.0,0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.1,32324.0,149.171.126.11,445,tcp,FIN,1.234426,1110.0,842.0,254.0,252.0,3.0,2.0,-,6597.397949,4912.404785,12.0,10.0,255.0,255.0,1307641692.0,3961990884.0,93.0,84.0,0.0,0.0,6353.240589,155.850969,1421927966.0,1421927968.0,107.92536100000001,125.90044499999999,0.19714600000000002,0.101311,0.095835,0.0,1.0,0.0,0.0,0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,64158.0,149.171.126.10,80,tcp,FIN,1.399584,844.0,1904.0,62.0,252.0,2.0,2.0,http,4344.147949,9797.196289,10.0,10.0,255.0,255.0,2267649362.0,528407386.0,84.0,190.0,1.0,485.0,9285.643154000001,229.46614100000002,1421927967.0,1421927968.0,155.388778,141.370328,0.212182,0.12724100000000002,0.084941,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,33850.0,149.171.126.15,445,tcp,FIN,1.702216,994.0,838.0,254.0,252.0,3.0,2.0,-,4286.177246,3548.3156740000004,12.0,10.0,255.0,255.0,595253807.0,2077432348.0,83.0,84.0,0.0,0.0,8747.795782,289.632969,1421927967.0,1421927969.0,151.85,177.241672,0.21916599999999997,0.107031,0.11213499999999998,0.0,1.0,0.0,0.0,0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,Fuzzers,1.0,1,1
175.45.176.3,2106.0,149.171.126.14,80,tcp,FIN,1.82613,68119.0,698.0,254.0,252.0,26.0,1.0,-,293275.9375,2869.456055,58.0,16.0,255.0,255.0,3484202777.0,3898158756.0,1174.0,44.0,1.0,0.0,3251.896846,154.953547,1421927967.0,1421927969.0,31.250877000000003,111.76666399999999,0.23475300000000002,0.149626,0.085127,0.0,1.0,1.0,0.0,0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,39186.0,149.171.126.15,111,udp,INT,8e-06,168.0,0.0,254.0,0.0,0.0,0.0,-,84000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927969.0,1421927969.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,Reconnaissance,1.0,7,1
175.45.176.1,16020.0,149.171.126.13,111,udp,INT,1.1e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,61090908.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927970.0,1421927970.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.1,1507.0,149.171.126.18,445,tcp,FIN,1.507725,1490.0,816.0,254.0,252.0,3.0,2.0,-,7248.005859000001,3899.915527,12.0,10.0,255.0,255.0,2899588703.0,726607649.0,124.0,82.0,0.0,0.0,7156.387829,220.916031,1421927969.0,1421927970.0,133.223636,144.926672,0.30804899999999996,0.203375,0.104674,0.0,1.0,0.0,0.0,0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,23197.0,149.171.126.11,445,tcp,FIN,2.420146,1110.0,820.0,254.0,252.0,3.0,2.0,-,3365.086182,2439.522217,12.0,10.0,255.0,255.0,124533275.0,1933899338.0,93.0,82.0,0.0,0.0,13804.3311,425.85956200000004,1421927968.0,1421927971.0,216.36846,259.542219,0.16803900000000002,0.084257,0.08378200000000001,0.0,1.0,0.0,0.0,0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,11657.0,149.171.126.15,445,tcp,FIN,1.2289459999999999,994.0,836.0,254.0,252.0,3.0,2.0,-,5936.794922,4901.76123,12.0,10.0,255.0,255.0,3814715651.0,3146562666.0,83.0,84.0,0.0,0.0,6196.611737,217.62548399999997,1421927970.0,1421927971.0,111.722365,127.10799999999999,0.201012,0.084268,0.116744,0.0,1.0,0.0,0.0,0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,16421.0,149.171.126.15,21,tcp,FIN,1.802766,884.0,682.0,254.0,252.0,4.0,4.0,ftp,3643.290527,2777.9533690000003,14.0,12.0,255.0,255.0,733525129.0,1425744608.0,63.0,57.0,0.0,0.0,6963.924440999999,168.39556299999998,1421927969.0,1421927971.0,135.315466,145.441359,0.307944,0.202901,0.10504300000000001,0.0,1.0,0.0,0.0,0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.3,50341.0,149.171.126.14,80,tcp,FIN,1.592439,68197.0,612.0,254.0,252.0,27.0,1.0,http,336897.0313,2858.508057,60.0,14.0,255.0,255.0,364491992.0,647703891.0,1137.0,44.0,1.0,0.0,2752.5322579999997,160.226594,1421927971.0,1421927972.0,26.543711,117.352305,0.126236,0.066855,0.059380999999999996,0.0,1.0,1.0,0.0,0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.2,23556.0,149.171.126.19,80,tcp,FIN,1.041488,792.0,354.0,254.0,252.0,2.0,1.0,http,5476.779297,2381.208252,10.0,8.0,255.0,255.0,1433290330.0,2786299192.0,79.0,44.0,0.0,0.0,6163.245842,263.25375,1421927971.0,1421927972.0,115.66933300000001,138.951719,0.203265,0.068823,0.134442,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.1,12187.0,149.171.126.15,21,tcp,FIN,1.9746709999999998,884.0,682.0,254.0,252.0,4.0,4.0,ftp,3326.123779,2536.118652,14.0,12.0,255.0,255.0,2014635219.0,685521386.0,63.0,57.0,0.0,0.0,8532.374785,246.11942200000001,1421927971.0,1421927973.0,142.188692,170.125094,0.188668,0.103289,0.085379,0.0,1.0,0.0,0.0,0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,Fuzzers,1.0,1,5
175.45.176.1,12187.0,149.171.126.15,21,tcp,FIN,1.9746709999999998,884.0,682.0,254.0,252.0,4.0,4.0,ftp,3326.123779,2536.118652,14.0,12.0,255.0,255.0,2014635219.0,685521386.0,63.0,57.0,0.0,0.0,8532.374785,246.11942200000001,1421927971.0,1421927973.0,142.188692,170.125094,0.188668,0.103289,0.085379,0.0,1.0,0.0,0.0,0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,Fuzzers,1.0,1,5
175.45.176.1,12187.0,149.171.126.15,21,tcp,FIN,1.9746709999999998,884.0,682.0,254.0,252.0,4.0,4.0,ftp,3326.123779,2536.118652,14.0,12.0,255.0,255.0,2014635219.0,685521386.0,63.0,57.0,0.0,0.0,8532.374785,246.11942200000001,1421927971.0,1421927973.0,142.188692,170.125094,0.188668,0.103289,0.085379,0.0,1.0,0.0,0.0,0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,Fuzzers,1.0,1,5
175.45.176.1,12187.0,149.171.126.15,21,tcp,FIN,1.9746709999999998,884.0,682.0,254.0,252.0,4.0,4.0,ftp,3326.123779,2536.118652,14.0,12.0,255.0,255.0,2014635219.0,685521386.0,63.0,57.0,0.0,0.0,8532.374785,246.11942200000001,1421927971.0,1421927973.0,142.188692,170.125094,0.188668,0.103289,0.085379,0.0,1.0,0.0,0.0,0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,Fuzzers,1.0,1,5
175.45.176.1,2668.0,149.171.126.11,445,tcp,FIN,1.302802,1110.0,826.0,254.0,252.0,3.0,2.0,-,6251.14209,4568.614746,12.0,10.0,255.0,255.0,2927665978.0,790302990.0,93.0,83.0,0.0,0.0,6751.767005,213.145,1421927972.0,1421927973.0,113.73336100000002,138.421219,0.134406,0.057007,0.077399,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,Fuzzers,1.0,1,5
175.45.176.0,53026.0,149.171.126.15,445,tcp,FIN,1.343126,994.0,846.0,254.0,252.0,3.0,2.0,-,5432.103515999999,4538.665527,12.0,10.0,255.0,255.0,1773592866.0,1127472627.0,83.0,85.0,0.0,0.0,6718.369175,187.572078,1421927973.0,1421927974.0,119.53391200000002,128.945445,0.28165,0.182606,0.09904400000000001,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,5
175.45.176.3,43941.0,149.171.126.14,80,tcp,FIN,1.449096,68197.0,612.0,254.0,252.0,27.0,1.0,http,370222.5625,3141.268799,60.0,14.0,255.0,255.0,2153702228.0,1309009503.0,1137.0,44.0,1.0,0.0,2330.089552,124.602727,1421927973.0,1421927974.0,24.550831,97.421234,0.281065,0.182619,0.098446,0.0,1.0,1.0,0.0,0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.3,48704.0,149.171.126.17,111,tcp,FIN,1.83065,564.0,354.0,254.0,252.0,2.0,1.0,-,2219.9765620000003,1354.710083,10.0,8.0,255.0,255.0,2609306449.0,3436515439.0,56.0,44.0,0.0,0.0,13475.43356,350.339406,1421927972.0,1421927974.0,199.36588899999998,245.73085899999998,0.213331,0.11053299999999999,0.102798,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.0,43339.0,149.171.126.10,80,tcp,FIN,1.254961,846.0,1804.0,62.0,252.0,2.0,2.0,http,4857.521484000001,10352.5127,10.0,10.0,255.0,255.0,2579331349.0,868280437.0,85.0,180.0,1.0,433.0,7491.600293,239.392156,1421927973.0,1421927974.0,139.440111,132.234781,0.15378,0.064191,0.089589,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,61144.0,149.171.126.18,445,tcp,FIN,1.6648470000000002,3026.0,826.0,254.0,252.0,3.0,2.0,-,13329.75293,3575.103271,12.0,10.0,255.0,255.0,2514026332.0,2909306196.0,252.0,83.0,0.0,0.0,9516.413746,246.628375,1421927972.0,1421927974.0,147.684358,172.673672,0.194293,0.11078199999999999,0.083511,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.3,51720.0,149.171.126.10,80,tcp,FIN,0.931185,1084.0,354.0,254.0,252.0,2.0,1.0,http,8385.014648,2663.273193,10.0,8.0,255.0,255.0,3470355071.0,3120686617.0,108.0,44.0,0.0,0.0,5739.962627,183.491922,1421927974.0,1421927975.0,100.48100000000001,117.98143,0.18144100000000002,0.105303,0.076138,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,1
175.45.176.3,60487.0,149.171.126.15,143,tcp,FIN,10.206846,4612.0,710853.0,62.0,252.0,6.0,263.0,-,3579.5581049999996,556106.75,102.0,530.0,255.0,255.0,3225937532.0,4067819208.0,45.0,1341.0,0.0,0.0,5708.644797999999,2429.740998,1421927965.0,1421927976.0,101.05788000000001,19.077922,0.180605,0.11415499999999999,0.06645,0.0,1.0,0.0,0.0,0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,14863.0,149.171.126.18,445,tcp,FIN,0.9670700000000001,5154.0,776.0,254.0,252.0,4.0,2.0,-,39591.75781,5616.966797,14.0,8.0,255.0,255.0,1834883164.0,586531154.0,368.0,97.0,0.0,0.0,4093.400492,160.124547,1421927975.0,1421927976.0,74.381309,125.48943,0.160342,0.088633,0.07170900000000001,0.0,1.0,0.0,0.0,0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.1,1169.0,149.171.126.11,445,tcp,FIN,1.705052,1110.0,740.0,254.0,252.0,3.0,2.0,-,4776.394043,3040.376465,12.0,8.0,255.0,255.0,2991772761.0,2871052616.0,93.0,93.0,0.0,0.0,8509.45389,383.961094,1421927976.0,1421927977.0,151.662724,228.160281,0.22198600000000002,0.107928,0.11405799999999999,0.0,1.0,0.0,0.0,0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.2,40110.0,149.171.126.19,80,tcp,FIN,0.869131,848.0,268.0,254.0,252.0,2.0,1.0,http,7032.311523,2061.82959,10.0,6.0,255.0,255.0,3264975976.0,3838407005.0,85.0,45.0,0.0,0.0,4620.458737,197.49595300000001,1421927976.0,1421927977.0,83.848667,147.516594,0.21522800000000003,0.13154100000000002,0.083687,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.1,11968.0,149.171.126.15,21,tcp,FIN,2.5261099999999996,712.0,682.0,254.0,252.0,4.0,4.0,ftp,2096.50415,1982.494873,14.0,12.0,255.0,255.0,1590296200.0,1227091675.0,51.0,57.0,0.0,0.0,12559.59092,361.667656,1421927974.0,1421927977.0,190.69061499999998,217.45064100000002,0.24425300000000003,0.13414700000000002,0.110106,0.0,1.0,0.0,0.0,0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.3,8442.0,149.171.126.14,80,tcp,FIN,1.301924,68197.0,612.0,254.0,252.0,27.0,1.0,http,412073.2188,3496.3637700000004,60.0,14.0,255.0,255.0,3729196417.0,2972938907.0,1137.0,44.0,0.0,0.0,2068.038507,110.80794499999999,1421927975.0,1421927977.0,21.231864,93.496156,0.171868,0.08647,0.085398,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,1
175.45.176.0,7097.0,149.171.126.15,445,tcp,FIN,1.69318,994.0,800.0,254.0,252.0,3.0,2.0,-,4309.051758,3401.882812,12.0,10.0,255.0,255.0,1417404192.0,4159556231.0,83.0,80.0,0.0,0.0,9609.542447,274.17771899999997,1421927975.0,1421927977.0,153.91446000000002,178.540437,0.171901,0.086311,0.08559,0.0,1.0,0.0,0.0,0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,Fuzzers,1.0,1,5
175.45.176.1,46140.0,149.171.126.18,80,tcp,FIN,1.22282,840.0,3672.0,62.0,252.0,2.0,3.0,http,4945.944336,22021.22852,10.0,12.0,255.0,255.0,2712849431.0,1786739618.0,84.0,306.0,0.0,0.0,8218.544698,6333.18716,1421927976.0,1421927978.0,135.868889,92.30645600000001,0.21295100000000003,0.108546,0.104405,0.0,1.0,0.0,0.0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
