srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
5786,59.166.0.3,27802,149.171.126.9,55423,tcp,FIN,0.01674,2334,14042,31,29,7,11,-,1084826.75,6524253.5,36,36,255,255,1386341937,3567669037,65,390,0,0,33.089586,0.8814770000000001,1421928054,1421928054,0.46814300000000003,0.461571,0.000713,0.0005809999999999999,0.000132,0,0,0,0,0,9,5,3,12,1,1,1,,0
5787,59.166.0.3,55532,149.171.126.7,6881,tcp,FIN,0.022909,1540,1644,31,29,4,4,-,504255.9688,542319.625,16,18,255,255,3411730378,1271516701,96,91,0,0,94.814482,2.53825,1421928054,1421928054,1.505933,1.3208229999999999,0.000576,0.000452,0.000124,0,0,0,0,0,9,19,6,12,6,1,6,,0
5788,59.166.0.3,62269,149.171.126.8,53,udp,CON,0.000933,146,178,31,29,0,0,dns,625937.8125,763129.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928054,1421928054,0.01,0.003,0.0,0.0,0.0,0,0,0,0,0,3,2,1,12,2,1,1,,0
5789,59.166.0.8,21781,149.171.126.1,53,udp,CON,0.0009960000000000001,146,178,31,29,0,0,dns,586345.375,714859.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928054,1421928054,0.001,0.01,0.0,0.0,0.0,0,0,0,0,0,1,4,4,5,1,1,3,,0
5790,59.166.0.6,31567,149.171.126.1,80,tcp,FIN,1.1920879999999998,1684,10168,31,29,3,5,http,10495.86914,64451.61719,14,18,255,255,2695918966,583359125,120,565,0,0,8843.645975,7744.748277,1421928052,1421928054,91.672077,70.09,0.000731,0.000553,0.000178,0,0,0,0,0,2,2,4,1,1,1,1,,0
5791,59.166.0.3,22340,149.171.126.7,6881,tcp,FIN,0.017144,1540,1644,31,29,4,4,-,673821.75,724685.0,16,18,255,255,3411726755,3422153018,96,91,0,0,74.3874,1.925513,1421928054,1421928054,1.119933,0.9804120000000001,0.000596,0.000471,0.000125,0,0,0,0,0,9,19,6,12,6,1,6,,0
5792,59.166.0.7,53863,149.171.126.4,53,udp,CON,0.00099,146,178,31,29,0,0,dns,589899.0,719191.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928054,1421928054,0.004,0.008,0.0,0.0,0.0,0,0,0,0,0,4,1,3,1,1,1,1,,0
5793,59.166.0.2,64859,149.171.126.4,36720,tcp,FIN,0.01787,2334,13938,31,29,7,11,-,1016228.313,6056631.5,36,34,255,255,18860768,37807101,65,410,0,0,37.775119000000004,1.1170120000000001,1421928055,1421928055,0.501571,0.523788,0.00074,0.0005809999999999999,0.00015900000000000002,0,0,0,0,0,4,13,5,3,1,1,1,,0
5794,59.166.0.7,65208,149.171.126.4,19873,tcp,FIN,0.004728,3688,2456,31,29,7,7,-,5895093.0,3925549.75,18,18,255,255,2288438573,2287243766,205,136,0,0,12.850533,0.326894,1421928055,1421928055,0.25911799999999996,0.250706,0.000594,0.000463,0.000131,0,0,0,0,0,9,13,5,4,1,1,3,,0
5795,59.166.0.9,5140,149.171.126.7,53,udp,CON,0.001037,132,164,31,29,0,0,dns,509161.0625,632594.0625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421928055,1421928055,0.001,0.002,0.0,0.0,0.0,0,0,0,0,0,3,1,11,12,3,1,10,,0
5796,59.166.0.2,10899,149.171.126.1,53,udp,CON,0.001151,146,178,31,29,0,0,dns,507384.875,618592.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928055,1421928055,0.002,0.002,0.0,0.0,0.0,0,0,0,0,0,1,4,4,3,1,1,1,,0
5797,59.166.0.9,39000,149.171.126.7,6881,tcp,FIN,0.366544,11930,501566,31,29,19,180,-,259133.9531,10919573.0,206,400,255,255,3951730432,3955311612,58,1254,0,0,105.845188,55.265207999999994,1421928055,1421928055,1.7629759999999999,0.9172959999999999,0.0006889999999999999,0.00054,0.000149,0,0,0,0,0,12,19,11,12,7,1,10,,0
5798,59.166.0.3,18650,149.171.126.5,80,tcp,FIN,14.522007,18474,1087900,31,29,2,370,http,10147.9082,598507.9375,346,746,255,255,4261659373,4262652501,53,1458,1,524288,2056.2436629999997,1351.980913,1421928041,1421928055,42.091776,19.491902,0.000685,0.000535,0.00015,0,0,1,0,0,3,2,1,3,1,1,1,,0
5799,59.166.0.9,7207,149.171.126.2,53,udp,CON,0.001018,146,178,31,29,0,0,dns,573673.875,699410.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928055,1421928055,0.011000000000000001,0.003,0.0,0.0,0.0,0,0,0,0,0,3,4,3,12,3,2,2,,0
5800,59.166.0.9,12155,149.171.126.7,6881,tcp,FIN,0.020462,1540,1644,31,29,4,4,-,564558.6875,607174.25,16,18,255,255,3951733325,3957063603,96,91,0,0,78.104342,2.23013,1421928055,1421928055,1.339267,1.176353,0.000584,0.00045999999999999996,0.000124,0,0,0,0,0,12,19,11,12,7,2,10,,0
5801,59.166.0.3,55614,149.171.126.9,25,tcp,FIN,0.560557,37484,3380,31,29,18,8,smtp,524678.125,47096.01172,52,42,255,255,1446338383,1582865814,721,80,0,0,824.381389,26.165518,1421928054,1421928055,10.984451,13.659854000000001,0.000634,0.0005,0.000134,0,0,0,0,0,1,1,2,3,1,1,1,,0
5802,59.166.0.7,20065,149.171.126.4,20615,udp,CON,0.0017230000000000001,520,304,31,29,0,0,-,1810795.125,1058618.75,4,4,0,0,0,0,130,76,0,0,0.628855,0.294637,1421928055,1421928055,0.449667,0.213333,0.0,0.0,0.0,0,0,0,0,0,9,13,5,4,1,1,3,,0
5803,59.166.0.9,38857,149.171.126.7,6881,tcp,FIN,0.019995,1540,1644,31,29,4,4,-,577744.4375,621355.3125,16,18,255,255,3951732358,3956491775,96,91,0,0,77.780218,2.323328,1421928055,1421928055,1.311667,1.148353,0.000612,0.000469,0.000143,0,0,0,0,0,12,19,11,12,7,1,10,,0
5804,59.166.0.9,7207,149.171.126.2,53,udp,CON,0.001018,146,178,31,29,0,0,dns,573673.875,699410.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928055,1421928055,0.011000000000000001,0.003,0.0,0.0,0.0,0,0,0,0,0,3,4,3,12,3,2,2,,0
5805,59.166.0.5,12448,149.171.126.9,38394,tcp,FIN,0.029902999999999996,3806,51314,31,29,7,26,-,1002441.25,13520249.0,64,66,255,255,2106336230,2106651176,59,777,0,0,25.845067,25.249538,1421928055,1421928055,0.46922200000000003,0.449908,0.000813,0.0006490000000000001,0.000164,0,0,0,0,0,5,5,2,2,1,1,1,,0
5806,59.166.0.7,62491,149.171.126.4,111,udp,CON,0.004419,568,304,31,29,0,0,-,771215.25,412763.0938,4,4,0,0,0,0,142,76,0,0,1.669718,1.4274129999999998,1421928055,1421928055,1.187667,1.011333,0.0,0.0,0.0,0,0,0,0,0,9,13,5,4,1,1,3,,0
5807,59.166.0.2,64270,149.171.126.6,35377,tcp,FIN,0.031025,3806,51314,31,29,7,26,-,966188.5625,13031297.0,64,66,255,255,18854064,2164482966,59,777,0,0,27.162933000000002,26.479745,1421928055,1421928055,0.487159,0.469092,0.000659,0.000523,0.000136,0,0,0,0,0,4,2,2,3,1,1,1,,0
5808,59.166.0.3,20108,149.171.126.6,5190,tcp,FIN,0.004306,1064,2260,31,29,4,4,-,1813283.75,3849512.25,12,12,255,255,198853024,2348734065,89,188,0,0,17.862617999999998,0.405265,1421928055,1421928055,0.35890900000000003,0.336091,0.0007610000000000001,0.000598,0.00016299999999999998,0,0,0,0,0,9,2,2,3,1,1,1,,0
5809,59.166.0.4,10941,149.171.126.1,44699,tcp,FIN,0.041802,4222,63402,31,29,7,30,-,796899.6875,11969954.0,72,74,255,255,4131726515,2031095993,59,857,0,0,0.0,37.680492,1421928055,1421928055,0.5841689999999999,0.5652189999999999,0.0006889999999999999,0.000537,0.000152,0,0,0,0,0,2,4,4,3,1,1,1,,0
5810,59.166.0.4,16616,149.171.126.2,53,udp,CON,0.00106,146,178,31,29,0,0,dns,550943.375,671698.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928055,1421928055,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,1,4,3,3,1,1,1,,0
5811,59.166.0.5,35557,149.171.126.0,12044,tcp,FIN,0.009873999999999999,2126,14042,31,29,7,11,-,1669029.75,11060968.0,32,36,255,255,2106339494,2124615822,66,390,0,0,17.671235999999997,16.611091000000002,1421928055,1421928055,0.307452,0.2654,0.00073,0.0005809999999999999,0.000149,0,0,0,0,0,5,3,1,2,1,1,1,,0
5812,59.166.0.7,47421,149.171.126.1,25,tcp,FIN,0.824775,37484,3380,31,29,18,8,smtp,356596.6563,32008.73047,52,42,255,255,3835920063,3907115770,721,80,0,0,1357.448846,43.829031,1421928054,1421928055,16.165294,20.102805,0.000722,0.0005549999999999999,0.000167,0,0,0,0,0,1,2,4,4,1,1,1,,0
5813,59.166.0.9,50327,149.171.126.7,5190,tcp,FIN,0.382701,1920,4312,31,29,6,6,-,38317.11719,86396.42969,22,24,255,255,1626336204,1626631321,87,180,0,0,1264.125489,1205.044508,1421928054,1421928055,18.204905,16.612782,0.000755,0.000596,0.00015900000000000002,0,0,0,0,0,12,19,11,12,1,1,10,,0
5814,59.166.0.9,10307,149.171.126.7,6881,tcp,FIN,0.02005,1540,1644,31,29,4,4,-,576159.5625,619650.875,16,18,255,255,1806344983,1810522942,96,91,0,0,78.210696,2.42191,1421928055,1421928055,1.315533,1.151235,0.000614,0.000475,0.000139,0,0,0,0,0,12,19,11,12,7,1,10,,0
5815,59.166.0.9,12155,149.171.126.7,6881,tcp,FIN,0.020462,1540,1644,31,29,4,4,-,564558.6875,607174.25,16,18,255,255,3951733325,3957063603,96,91,0,0,78.104342,2.23013,1421928055,1421928055,1.339267,1.176353,0.000584,0.00045999999999999996,0.000124,0,0,0,0,0,12,19,11,12,7,2,10,,0
5816,59.166.0.9,45144,149.171.126.7,80,tcp,FIN,0.004146,1032,822,31,29,2,2,http,1742402.375,1427882.375,8,10,255,255,3951728097,3952724919,129,82,1,82,34.790089,0.697168,1421928055,1421928055,0.538571,0.406111,0.000617,0.000487,0.00013000000000000002,0,0,1,0,0,2,1,11,12,1,1,10,,0
5817,59.166.0.8,5095,149.171.126.4,49775,tcp,FIN,0.309346,4208,2976,31,29,7,7,-,104943.9844,74221.10156,28,28,255,255,1746341372,1749420606,150,106,0,0,659.001414,17.279395,1421928054,1421928055,11.444555000000001,11.438556,0.000643,0.000502,0.00014099999999999998,0,0,0,0,0,4,13,5,1,1,1,1,,0
5818,59.166.0.1,4352,149.171.126.1,53,udp,CON,0.002416,146,178,31,29,0,0,dns,241721.8594,294702.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928055,1421928055,0.01,0.003,0.0,0.0,0.0,0,0,0,0,0,1,4,4,1,1,1,1,,0
5819,59.166.0.4,38961,149.171.126.7,48921,tcp,FIN,0.074048,4014,60268,31,29,7,28,-,427290.4063,6418323.5,68,70,255,255,1986336552,4132007060,59,861,0,0,69.493808,68.606739,1421928055,1421928055,1.0996270000000001,1.064884,0.000683,0.0005610000000000001,0.000122,0,0,0,0,0,2,19,11,3,1,1,1,,0
5820,59.166.0.9,13108,149.171.126.7,6881,tcp,FIN,0.02052,1540,1644,31,29,4,4,-,562963.0,605458.125,16,18,255,255,3951734289,3961798288,96,91,0,0,81.437661,2.237305,1421928055,1421928055,1.3448,1.179353,0.000589,0.00046699999999999997,0.000122,0,0,0,0,0,12,19,11,12,7,1,10,,0
5821,59.166.0.9,44120,149.171.126.7,6881,tcp,FIN,0.015078999999999999,1540,1644,31,29,4,4,-,766098.5625,823927.3125,16,18,255,255,3951729338,1812759381,96,91,0,0,68.265148,1.545567,1421928055,1421928055,0.9842,0.8595290000000001,0.000606,0.000463,0.000143,0,0,0,0,0,12,19,11,12,7,1,10,,0
5822,59.166.0.7,29366,149.171.126.3,53,udp,CON,0.000987,146,178,31,29,0,0,dns,591692.0,721377.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928056,1421928056,0.006,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0,4,1,1,11,3,1,1,,0
5823,59.166.0.7,46543,149.171.126.1,80,tcp,FIN,0.003966,1032,822,31,29,2,2,http,1821482.625,1492687.875,8,10,255,255,2824242109,2829501437,129,82,1,82,32.765953,0.668515,1421928056,1421928056,0.516429,0.377556,0.0006900000000000001,0.0005650000000000001,0.000125,0,0,1,0,0,1,2,2,11,1,1,1,,0
5824,59.166.0.5,3074,149.171.126.0,5190,tcp,FIN,0.006595999999999999,1064,2260,31,29,4,4,-,1183747.75,2513038.25,12,12,255,255,2764240499,2764526685,89,188,0,0,36.238883,0.787944,1421928056,1421928056,0.567909,0.551,0.000919,0.000524,0.000395,0,0,0,0,0,5,3,2,1,1,1,1,,0
5825,59.166.0.7,42728,149.171.126.7,6881,tcp,FIN,0.021703999999999998,1540,1644,31,29,4,4,-,532252.125,572429.0625,16,18,255,255,678860232,683972458,96,91,0,0,91.273063,2.316911,1421928056,1421928056,1.423133,1.2486469999999998,0.000598,0.00047400000000000003,0.000124,0,0,0,0,0,9,19,5,11,4,1,4,,0
5826,59.166.0.0,22213,149.171.126.8,53,udp,CON,0.0008730000000000001,146,178,31,29,0,0,dns,668957.625,815578.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928056,1421928056,0.011000000000000001,0.002,0.0,0.0,0.0,0,0,0,0,0,1,2,2,1,1,1,1,,0
5827,59.166.0.6,52219,149.171.126.4,6881,tcp,FIN,0.018829,1540,1644,31,29,4,4,-,613521.75,659833.25,16,18,255,255,2528441035,2532966588,96,91,0,0,74.829912,2.2940869999999998,1421928056,1421928056,1.233067,1.079706,0.000602,0.000469,0.000133,0,0,0,0,0,6,13,7,8,6,1,6,,0
5828,59.166.0.6,55675,149.171.126.6,53,udp,CON,0.001072,132,164,31,29,0,0,dns,492537.3125,611940.3125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421928056,1421928056,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,1,2,4,8,1,1,1,,0
5829,59.166.0.6,56349,149.171.126.4,6881,tcp,FIN,0.013988999999999998,1540,1644,31,29,4,4,-,825791.6875,888126.4375,16,18,255,255,2528438936,385525077,96,91,0,0,63.688421999999996,1.463946,1421928056,1421928056,0.9116,0.794647,0.000608,0.00047599999999999997,0.000132,0,0,0,0,0,6,13,7,8,6,1,6,,0
5830,59.166.0.9,8855,149.171.126.7,25,tcp,FIN,1.513754,38148,3484,31,29,19,8,smtp,197876.2656,17994.99805,54,44,255,255,4075920457,1927404987,706,79,0,0,2297.93619,73.385563,1421928055,1421928056,28.554039000000003,35.190977000000004,0.000646,0.000538,0.00010800000000000001,0,0,0,0,0,1,1,5,2,1,1,1,,0
5831,59.166.0.6,53330,149.171.126.4,6881,tcp,FIN,0.018903,1540,1644,31,29,4,4,-,611119.9375,657250.1875,16,18,255,255,378861337,2529297705,96,91,0,0,74.965807,2.2092970000000003,1421928056,1421928056,1.237733,1.084765,0.00058,0.00045599999999999997,0.000124,0,0,0,0,0,6,13,7,8,6,1,6,,0
5832,59.166.0.7,27984,149.171.126.6,53,udp,CON,0.0011279999999999999,146,178,31,29,0,0,dns,517730.5,631205.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928056,1421928056,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,4,2,4,11,3,1,1,,0
5833,59.166.0.7,49389,149.171.126.2,21010,tcp,FIN,0.051363,3910,51314,31,29,7,26,-,599809.1875,7871347.5,66,66,255,255,738852840,2889039726,59,777,0,0,51.119149,47.744238,1421928056,1421928056,0.784538,0.7715850000000001,0.0013449999999999998,0.0012029999999999999,0.00014199999999999998,0,0,0,0,0,9,2,1,11,1,1,1,,0
5834,59.166.0.7,6108,149.171.126.7,6881,tcp,FIN,0.021549000000000002,1540,1644,31,29,4,4,-,536080.5625,576546.5,16,18,255,255,678859447,2828820039,96,91,0,0,88.982661,2.371213,1421928056,1421928056,1.412267,1.2404709999999999,0.000589,0.000458,0.000131,0,0,0,0,0,9,19,5,11,4,1,4,,0
5835,59.166.0.4,64211,149.171.126.9,80,tcp,FIN,1.057021,1580,10168,31,29,3,5,http,10966.66895,72687.29688,12,18,255,255,78856412,2229472734,132,565,1,3924,9874.85563,7952.638851999999,1421928055,1421928056,96.060634,62.145001,0.000669,0.000552,0.000117,0,0,1,0,0,1,2,3,1,1,1,1,,0
5836,59.166.0.7,49529,149.171.126.7,6881,tcp,FIN,0.015433,1540,1644,31,29,4,4,-,748525.875,805028.1875,16,18,255,255,678856700,2835049066,96,91,0,0,70.247654,1.445642,1421928056,1421928056,1.005533,0.880353,0.000597,0.00046399999999999995,0.000133,0,0,0,0,0,9,19,5,11,4,1,4,,0
5837,59.166.0.7,7863,149.171.126.7,6881,tcp,FIN,0.021794,1540,1644,31,29,4,4,-,530054.125,570065.125,16,18,255,255,2824247689,684858738,96,91,0,0,91.626554,2.1381669999999997,1421928056,1421928056,1.4298,1.214235,0.001308,0.001146,0.000162,0,0,0,0,0,9,19,5,11,4,1,4,,0
5838,59.166.0.6,1064,149.171.126.4,6881,tcp,FIN,0.018965,1540,1644,31,29,4,4,-,609122.0625,655101.5,16,18,255,255,2528444141,2530376904,96,91,0,0,76.670424,2.0871470000000003,1421928056,1421928056,1.243467,1.087823,0.000595,0.000469,0.000126,0,0,0,0,0,6,13,7,8,6,1,6,,0
5839,59.166.0.6,29784,149.171.126.4,6881,tcp,FIN,0.403461,12242,501566,31,29,19,180,-,241609.4688,9920423.0,212,400,255,255,378859297,2532377721,58,1254,0,0,103.40939399999999,61.329434,1421928056,1421928056,1.910663,1.0098200000000002,0.0006900000000000001,0.00054,0.00015,0,0,0,0,0,6,13,7,8,6,1,6,,0
5840,59.166.0.6,54210,149.171.126.4,6881,tcp,FIN,0.018965,1540,1644,31,29,4,4,-,609122.0625,655101.5,16,18,255,255,2528443039,384453037,96,91,0,0,75.56734200000001,2.136644,1421928056,1421928056,1.2429999999999999,1.0877649999999999,0.000592,0.00046699999999999997,0.000125,0,0,0,0,0,6,13,7,8,6,1,6,,0
5841,59.166.0.6,57357,149.171.126.9,80,tcp,FIN,0.004697,1032,822,31,29,2,2,http,1538002.875,1260378.875,8,10,255,255,378856949,379925694,129,82,1,82,34.446472,0.879923,1421928056,1421928056,0.617143,0.45377799999999996,0.0007650000000000001,0.000609,0.000156,0,0,1,0,0,2,2,3,8,1,1,1,,0
5842,59.166.0.7,33612,149.171.126.0,53,udp,CON,0.001053,132,164,31,29,0,0,dns,501424.5,622981.9375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421928056,1421928056,0.011000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,4,1,2,11,3,1,1,,0
5843,59.166.0.9,4770,149.171.126.6,22,tcp,FIN,0.00999,3728,5474,31,29,7,7,ssh,2892492.5,4201001.0,32,24,255,255,798852577,799127649,117,228,0,0,21.152154,0.469609,1421928056,1421928056,0.322258,0.382957,0.000681,0.0005269999999999999,0.000154,0,0,0,0,0,1,1,4,2,1,1,1,,0
5844,59.166.0.3,21250,149.171.126.1,53,udp,CON,0.000998,146,178,31,29,0,0,dns,585170.3125,713426.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928056,1421928056,0.011000000000000001,0.002,0.0,0.0,0.0,0,0,0,0,0,3,4,2,1,1,1,1,,0
5845,59.166.0.7,48890,149.171.126.8,46769,tcp,FIN,0.017212,2230,14042,31,29,7,11,-,1006274.688,6345340.5,34,36,255,255,738856110,770015894,66,390,0,0,0.0,29.40105,1421928056,1421928056,0.510636,0.475343,0.000699,0.000571,0.000128,0,0,0,0,0,9,1,2,11,1,1,1,,0
5846,59.166.0.7,54966,149.171.126.9,22,tcp,FIN,0.010129,3728,5474,31,29,7,7,ssh,2852799.0,4143350.75,32,24,255,255,2584239414,2584550042,117,228,0,0,21.028814,0.6362479999999999,1421928056,1421928056,0.32674200000000003,0.406652,0.0007830000000000001,0.0006219999999999999,0.000161,0,0,0,0,0,1,1,3,11,1,1,1,,0
5847,59.166.0.1,6069,149.171.126.6,25,tcp,FIN,1.536062,37484,3380,31,29,18,8,smtp,191471.4375,17186.80664,52,42,255,255,1866338789,1902635871,721,80,0,0,2330.8848239999998,73.70466400000001,1421928055,1421928056,30.111665999999996,37.451953,0.0006580000000000001,0.00053,0.000128,0,0,0,0,0,1,1,4,1,1,1,1,,0
5848,59.166.0.2,40517,149.171.126.4,80,tcp,FIN,1.0909879999999998,1684,10168,31,29,3,5,http,11468.50293,70424.23438,14,18,255,255,4191726491,4196992185,120,565,1,3924,9351.253619,8191.099152,1421928055,1421928056,83.893079,64.146588,0.0005769999999999999,0.000492,8.499999999999999e-05,0,0,1,0,0,2,2,7,1,1,1,1,,0
5849,175.45.176.1,59587,149.171.126.18,445,tcp,FIN,2.112708,986,816,254,252,3,2,-,3423.094727,2783.157715,12,10,255,255,1795822805,856664344,82,82,0,0,11930.65721,311.408625,1421928054,1421928056,192.008631,223.09232799999998,0.199678,0.10487300000000001,0.094805,0,1,0,0,0,4,2,1,2,2,1,1,,0
5850,175.45.176.1,62231,149.171.126.11,445,tcp,FIN,1.73275,1234,734,254,252,3,2,-,5226.374022999999,2968.691406,12,8,255,255,2374413657,3099369708,103,92,0,0,9080.865481,379.703219,1421928054,1421928056,157.507912,233.88400000000001,0.222334,0.095552,0.126782,0,1,0,0,0,4,2,1,2,2,1,1,,0
5851,59.166.0.3,21250,149.171.126.1,53,udp,CON,0.000998,146,178,31,29,0,0,dns,585170.3125,713426.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928056,1421928056,0.011000000000000001,0.002,0.0,0.0,0.0,0,0,0,0,0,1,3,1,1,1,1,1,,0
5852,59.166.0.7,43178,149.171.126.7,6881,tcp,FIN,0.021422,1540,1644,31,29,4,4,-,539258.6875,579964.5,16,18,255,255,2824245110,2828290673,96,91,0,0,85.15610600000001,2.451003,1421928056,1421928056,1.405067,1.232882,0.00058,0.000459,0.000121,0,0,0,0,0,11,4,2,1,1,1,1,,0
5853,59.166.0.5,37545,149.171.126.7,80,tcp,FIN,13.726720000000002,18266,1087890,31,29,2,370,http,10614.625979999999,633177.9375,342,746,255,255,3078371361,3112257429,53,1458,1,524288,4746.039677000001,3198.54486,1421928042,1421928056,40.253365,18.424389,0.000677,0.000542,0.000135,0,0,1,0,0,1,2,2,1,1,1,1,,0
5854,175.45.176.2,43698,149.171.126.13,179,tcp,FIN,1.379891,34210,440,254,252,14,1,-,192502.1563,2295.833496,34,10,255,255,2053141271,1223188688,1006,44,0,0,3520.6098159999997,183.789266,1421928056,1421928057,39.022363,126.97755500000001,0.34924299999999997,0.237083,0.11216,0,1,0,0,0,2,2,1,3,1,1,1,,0
5855,59.166.0.7,4324,149.171.126.7,6881,tcp,FIN,0.506208,12554,501566,31,29,19,180,-,197499.8438,7906836.5,218,400,255,255,678857635,682354431,58,1254,0,0,142.14269,77.950541,1421928056,1421928057,2.331286,1.267348,0.000666,0.000533,0.000133,0,0,0,0,0,11,4,1,3,1,1,1,,0
5856,59.166.0.2,19653,149.171.126.8,111,udp,CON,0.021329,568,320,31,29,0,0,-,159782.4531,90018.28125,4,4,0,0,0,0,142,80,0,0,2.828427,9.3694,1421928057,1421928057,2.01,6.628667,0.0,0.0,0.0,0,0,0,0,0,4,4,3,2,1,1,2,,0
5857,59.166.0.3,59048,149.171.126.6,1482,tcp,FIN,0.018049000000000003,2334,14042,31,29,7,11,-,1006149.938,6051083.0,36,36,255,255,1218860117,1257258950,65,390,0,0,31.582643,0.843309,1421928057,1421928057,0.506343,0.449371,0.002509,0.002315,0.000194,0,0,0,0,0,5,3,4,2,1,1,1,,0
5858,59.166.0.5,60182,149.171.126.3,64551,tcp,FIN,0.009872,2230,14042,31,29,7,11,-,1754457.125,11063209.0,34,36,255,255,1338855701,1357170165,66,390,0,0,0.0,17.89546,1421928057,1421928057,0.289061,0.267971,0.0006230000000000001,0.000489,0.000134,0,0,0,0,0,4,14,3,3,1,1,1,,0
5859,59.166.0.9,12865,149.171.126.0,42652,udp,CON,0.001718,520,304,31,29,0,0,-,1816065.125,1061699.625,4,4,0,0,0,0,130,76,0,0,0.631918,0.289684,1421928057,1421928057,0.450333,0.210333,0.0,0.0,0.0,0,0,0,0,0,10,6,6,6,1,1,3,,0
5860,59.166.0.9,13942,149.171.126.0,40314,tcp,FIN,0.290288,4104,2976,31,29,7,7,-,108774.7344,79093.86719,26,28,255,255,3184242919,1041914224,158,106,0,0,667.610344,17.133508,1421928057,1421928057,11.5982,10.732258999999999,0.000648,0.000513,0.000135,0,0,0,0,0,10,6,6,6,1,1,3,,0
5861,59.166.0.1,13996,149.171.126.9,53,udp,CON,0.001083,132,164,31,29,0,0,dns,487534.625,605724.875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421928057,1421928057,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,2,3,2,8,1,1,1,,0
5862,59.166.0.5,46075,149.171.126.6,5190,tcp,FIN,0.004059,1064,2260,31,29,4,4,-,1923626.5,4083764.5,12,12,255,255,918852554,919131925,89,188,0,0,16.925655,0.382679,1421928057,1421928057,0.333727,0.321,0.0006490000000000001,0.000517,0.000132,0,0,0,0,0,4,3,4,3,1,1,2,,0
5863,59.166.0.0,23685,149.171.126.0,80,tcp,FIN,1.006148,1684,10168,31,29,3,5,http,12435.54688,76362.52344,14,18,255,255,318854770,2469312242,120,565,1,3924,8764.877462,7676.327543,1421928056,1421928057,77.366925,59.157941,0.000582,0.000459,0.000123,0,0,1,0,0,1,2,6,1,1,1,1,,0
5864,59.166.0.7,29564,149.171.126.8,80,tcp,FIN,1.023639,1684,10168,31,29,3,5,http,12223.05957,75057.71094,14,18,255,255,2644241779,499938453,120,565,1,3924,8766.171973999999,7675.759545999999,1421928056,1421928057,78.713075,60.180647,0.000688,0.0005639999999999999,0.000124,0,0,1,0,0,3,3,3,3,2,1,1,,0
5865,59.166.0.1,20260,149.171.126.4,6881,tcp,FIN,0.019923,1540,1644,31,29,4,4,-,579832.375,623600.875,16,18,255,255,3244247498,3251340958,96,91,0,0,81.151593,2.1912279999999997,1421928057,1421928057,1.305933,1.144412,0.000587,0.000465,0.000122,0,0,0,0,0,8,9,7,8,6,1,6,,0
5866,59.166.0.1,62498,149.171.126.4,6881,tcp,FIN,0.019863,1540,1644,31,29,4,4,-,581583.875,625484.5625,16,18,255,255,1098859203,3254417716,96,91,0,0,79.441604,2.381214,1421928057,1421928057,1.303067,1.212063,0.000592,0.000466,0.000126,0,0,0,0,0,8,9,7,8,6,1,6,,0
5867,59.166.0.1,65368,149.171.126.4,6881,tcp,FIN,0.019923,1540,1644,31,29,4,4,-,579832.375,623600.875,16,18,255,255,1098862076,1106488175,96,91,0,0,82.59214899999999,2.043005,1421928057,1421928057,1.307,1.144471,0.000586,0.00046399999999999995,0.000122,0,0,0,0,0,8,9,7,8,6,1,6,,0
