srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.2,17434,149.171.126.14,110,tcp,FIN,2.548143,1252,10074,62,252,9,12,pop3,3780.007812,30500.64453,26,28,255,255,995176795,1088272604,48,360,0,0,5245.0873520000005,4840.393174,1421931709,1421931711,101.92572,92.218707,0.104029,0.05735,0.046679000000000005,0,1,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.2,1784,149.171.126.12,520,udp,INT,4e-06,1064,0,254,0,0,0,-,1064000000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1421928480,1421928480,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,1,1,1,1,1,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,merit-inp,INT,1.1e-05,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930673,1421930673,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,Exploits,1
175.45.176.2,0,149.171.126.11,0,sctp,INT,1.2e-05,640,0,254,0,0,0,-,213333328.0,0.0,2,0,0,0,0,0,320,0,0,0,0.0,0.0,1421932626,1421932626,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,6,2,2,5,2,2,2,Exploits,1
175.45.176.2,1746,149.171.126.13,21,tcp,FIN,1.120363,810,682,254,252,4,4,ftp,5376.828613000001,4469.97998,14,12,255,255,1594684286,3701205730,58,57,0,0,4374.359969,121.490695,1421931052,1421931053,82.956772,94.794547,0.15446500000000002,0.077614,0.076851,0,1,0,0,0,2,2,1,1,1,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932318,1421932318,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,3,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933443,1421933443,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
175.45.176.0,38827,149.171.126.10,111,tcp,FIN,1.097536,564,354,254,252,2,1,-,3702.8398439999996,2259.606934,10,8,255,255,903604908,2826477633,56,44,0,0,7431.300647,205.84575,1421928640,1421928641,117.32711100000002,145.674859,0.129913,0.077802,0.052111000000000005,0,1,0,0,0,6,1,1,3,2,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930727,1421930727,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,6,4,4,4,Generic,1
175.45.176.1,0,149.171.126.12,0,prm,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930668,1421930668,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,Fuzzers,1
175.45.176.1,3732,149.171.126.12,80,tcp,FIN,0.376303,814,268,254,252,2,1,http,15583.1875,4762.120117,10,6,255,255,922461821,1481478805,81,45,1,0,2449.000091,117.82753899999999,1421932037,1421932037,41.811444,66.736797,0.052788999999999996,0.031583,0.021206,0,1,1,0,0,1,1,1,4,1,1,1,Reconnaissance,1
175.45.176.1,0,149.171.126.12,0,igp,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Backdoors,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932581,1421932581,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,7,8,7,4,7,Generic,1
175.45.176.2,2479,149.171.126.13,80,tcp,FIN,1.136681,808,5040,62,252,2,3,http,5123.689453,32515.7207,10,12,255,255,2067746925,687934058,81,420,1,2024,6688.828587,7270.456252,1421927840,1421927841,126.29788899999998,92.803547,0.198022,0.11514,0.08288200000000001,0,1,1,0,0,1,1,2,2,1,1,2,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932361,1421932361,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,7,7,7,4,7,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931329,1421931329,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,8,7,3,7,Generic,1
175.45.176.0,45495,149.171.126.11,3000,tcp,FIN,0.769671,1848,806,254,252,2,2,-,17295.70117,7546.081055,10,10,255,255,2190186541,4225674102,185,81,0,0,6043.589115999999,126.42383600000001,1421932853,1421932854,85.51899999999999,76.468109,0.12247899999999999,0.056180999999999995,0.066298,0,1,0,0,0,6,1,1,2,1,1,1,Generic,1
175.45.176.2,59041,149.171.126.13,6504,tcp,FIN,0.44842200000000004,1900,468,254,252,3,2,-,31077.867189999997,7314.538086,12,8,255,255,426075296,850811168,158,59,0,0,2537.401282,123.73448400000001,1421934159,1421934159,39.492183000000004,63.128,0.076195,0.006515000000000001,0.06967999999999999,0,1,0,0,0,4,1,1,1,1,1,1,Generic,1
175.45.176.1,25302,149.171.126.12,25,tcp,FIN,2.652184,19851,1928,62,252,14,8,-,58119.64844,5592.37207,34,26,255,255,2821509748,1183997715,584,74,0,0,5504.6744850000005,134.33675,1421932869,1421932872,80.36921099999999,101.700117,0.13851,0.079968,0.058542,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.1,48900,149.171.126.13,179,tcp,FIN,0.570485,1276,354,254,252,2,1,-,16112.60645,4347.178223,10,8,255,255,1364365821,2315748268,128,44,0,0,3975.821421,128.848539,1421931118,1421931118,60.723778,76.59456999999999,0.11470999999999999,0.034312,0.080398,0,1,0,0,0,9,8,2,4,2,1,2,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7.000000000000001e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930775,1421930775,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,3,7,2,2,3,Analysis,1
175.45.176.0,49188,149.171.126.14,80,tcp,FIN,0.6509699999999999,810,1156,62,252,2,2,-,8958.938477,12793.2168,10,10,255,255,898841857,1470012002,81,116,0,0,4401.201257,110.943352,1421932823,1421932824,72.33,61.392777,0.16151300000000002,0.097524,0.063989,0,1,0,0,0,5,7,3,2,2,1,2,Analysis,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933587,1421933587,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,4,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930767,1421930767,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,8,4,4,5,Exploits,1
175.45.176.0,61089,149.171.126.18,80,tcp,FIN,0.291485,804,948,62,252,2,2,http,19870.66211,22779.90234,10,8,255,255,680695067,4039411526,80,119,1,72,1595.821133,57.742824,1421927421,1421927421,32.387221999999994,39.581855,0.062967,0.013475999999999998,0.049491,0,1,1,0,0,5,2,1,1,1,1,1,Exploits,1
175.45.176.0,51973,149.171.126.18,179,tcp,FIN,0.244948,566,268,254,252,2,1,-,16656.5957,7315.838379000001,10,6,255,255,1029191567,1706771673,57,45,0,0,1324.99095,50.435648,1421929575,1421929575,25.361333,34.617801,0.087852,0.071852,0.016,0,1,0,0,0,9,8,1,1,1,1,1,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,aes-sp3-d,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930706,1421930706,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,8,9,2,2,2,2,2,DoS,1
175.45.176.2,6023,149.171.126.12,111,tcp,FIN,1.626013,564,354,254,252,2,1,-,2499.36499,1525.2030029999999,10,8,255,255,1090637953,1990754900,56,44,0,0,10142.66988,312.340875,1421928094,1421928095,180.56311100000002,206.780141,0.29256,0.178545,0.114015,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,63954,149.171.126.13,520,udp,REQ,1e-05,78,0,254,0,0,0,-,31200000.0,0.0,2,0,0,0,0,0,39,0,0,0,44729.89599999999,0.0,1421928813,1421928813,44729.904,0.0,0.0,0.0,0.0,0,6,0,0,0,15,11,4,5,3,2,4,Fuzzers,1
175.45.176.1,45168,149.171.126.18,69,udp,INT,9e-06,374,0,254,0,0,0,-,166222224.0,0.0,2,0,0,0,0,0,187,0,0,0,0.0,0.0,1421930307,1421930307,0.009000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933433,1421933433,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
175.45.176.1,63681,149.171.126.16,8080,tcp,FIN,0.22383000000000003,1992,268,254,252,2,1,http,64084.35156,8006.076172,10,6,255,255,2323444323,604267958,199,45,1,0,1166.745098,61.010578,1421927729,1421927729,22.726999999999997,40.092199,0.07136,0.023364,0.047996,0,1,1,0,0,3,2,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930751,1421930751,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,4,8,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931590,1421931590,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
175.45.176.3,39078,149.171.126.11,80,tcp,FIN,0.646648,1614,354,254,252,2,1,-,17975.77734,3835.162354,10,8,255,255,2957649927,152863990,161,44,0,0,4255.21923,185.50775,1421932759,1421932759,70.94677800000001,88.05443000000001,0.058227,0.030255,0.027972000000000004,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,21562,149.171.126.19,111,tcp,FIN,0.62357,564,354,254,252,2,1,-,6517.311522999999,3977.099365,10,8,255,255,721209937,3577153484,56,44,0,0,5403.720656,138.080016,1421934299,1421934299,68.863444,88.02056999999999,0.051314,0.007415000000000001,0.043899,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931819,1421931819,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,4,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932645,1421932645,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,7,7,7,3,7,Generic,1
175.45.176.0,10745,149.171.126.11,445,tcp,FIN,0.339093,590,268,254,252,2,1,-,12527.53711,5284.686035,10,6,255,255,2011630787,1424270053,59,45,0,0,1970.592384,88.514352,1421933774,1421933774,37.677,48.744602,0.12866,0.07674,0.05192000000000001,0,1,0,0,0,6,4,3,2,2,1,2,Fuzzers,1
175.45.176.3,23468,149.171.126.11,53,udp,CON,0.349402,120,590,62,252,0,0,-,1373.775757,6754.397461,2,2,0,0,0,0,60,295,0,0,0.0,0.0,1421933325,1421933325,0.01,0.013000000000000001,0.0,0.0,0.0,0,3,0,0,0,9,1,1,3,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,wb-expak,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930695,1421930695,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,5,4,4,4,Exploits,1
175.45.176.0,63671,149.171.126.11,179,tcp,FIN,0.38012399999999996,586,268,254,252,2,1,-,11112.16309,4714.250977000001,10,6,255,255,2705695104,2397408898,59,45,0,0,1888.090136,86.00317199999999,1421928606,1421928606,37.287110999999996,62.031199,0.10825699999999999,0.069966,0.038291000000000006,0,1,0,0,0,5,4,1,2,1,1,1,Fuzzers,1
175.45.176.0,34051,149.171.126.12,80,tcp,FIN,0.706535,1396,268,254,252,2,1,http,14232.84082,2536.321777,10,6,255,255,3921274333,13198157,140,45,1,0,3954.3551759999996,189.365969,1421928048,1421928049,75.782,121.702203,0.254239,0.09801699999999999,0.156222,0,1,1,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.2,17332,149.171.126.18,80,tcp,FIN,0.411788,840,1394,62,252,2,2,http,14687.169919999998,23701.51758,10,8,255,255,2321722319,825175508,84,174,0,0,2341.158848,78.56190600000001,1421931933,1421931934,45.754222,53.792285,0.059164,0.034117,0.025047,0,1,0,0,0,1,1,4,1,1,1,1,DoS,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930757,1421930757,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,3,3,2,2,3,Analysis,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932881,1421932881,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.2,14337,149.171.126.13,80,tcp,FIN,1.574357,874,2116,62,252,2,2,http,3999.092773,9680.142578,10,10,255,255,4057359130,40039950,87,212,0,0,10875.67446,221.359234,1421931338,1421931339,174.92855600000001,159.584891,0.269252,0.137467,0.13178499999999999,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.2,10852,149.171.126.13,52999,tcp,FIN,0.59448,364,622,62,252,1,2,ftp-data,4292.827636999999,7334.141113,8,8,255,255,3125344304,332467492,46,78,0,0,5913.813946,166.685797,1421929426,1421929427,84.925712,77.41971099999999,0.098358,0.051516,0.046842,0,1,0,0,0,1,1,2,2,1,1,2,Exploits,1
175.45.176.0,40070,149.171.126.18,80,tcp,FIN,0.501215,860,268,254,252,2,1,http,12353.98047,3575.312012,10,6,255,255,3968951098,3182170181,86,45,0,0,2899.3353469999997,127.54550800000001,1421931191,1421931191,52.974,81.538797,0.166363,0.09351699999999999,0.07284600000000001,0,1,0,0,0,2,1,1,2,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,wb-mon,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930695,1421930695,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,5,4,4,4,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930763,1421930763,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,DoS,1
175.45.176.3,33261,149.171.126.13,25,tcp,FIN,0.851108,24063,1860,62,252,15,8,smtp,219901.5781,16693.5332,36,22,255,255,2872774788,908885947,668,85,0,0,1547.312853,46.915777,1421929364,1421929365,24.317372,39.414715,0.06488200000000001,0.012624,0.052258000000000006,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930744,1421930744,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Fuzzers,1
175.45.176.2,50645,149.171.126.10,179,tcp,FIN,31.946448999999998,1068,536,254,252,4,1,-,254.175354,123.20618400000001,20,12,255,255,1707952709,2809070011,53,45,0,0,227774.33800000002,9025.7,1421930648,1421930680,1680.2060000000001,2899.465,0.08190800000000001,0.052322,0.029586,0,1,0,0,0,4,5,4,3,3,3,3,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.9e-05,200,0,254,0,0,0,-,42105264.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930745,1421930745,0.019,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,11,4,4,4,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,st2,INT,1.0097180000000001,360,0,254,0,0,0,-,2139.211182,0.0,4,0,0,0,0,0,90,0,0,0,475.97359400000005,0.0,1421930622,1421930623,336.572656,0.0,0.0,0.0,0.0,0,2,0,0,0,3,2,2,2,2,2,2,Fuzzers,1
175.45.176.0,16583,149.171.126.17,25,tcp,FIN,2.399923,58354,1972,62,252,27,8,-,191279.4688,6323.536133,60,26,255,255,3636440432,2409532523,973,76,0,0,3144.333679,112.30946100000001,1421932837,1421932840,40.676660999999996,88.961242,0.251158,0.139277,0.111881,0,1,0,0,0,10,1,1,3,1,1,1,Exploits,1
175.45.176.3,1261,149.171.126.16,143,tcp,FIN,1.798273,1262,54098,62,252,6,26,-,5382.942383,236369.0156,24,56,255,255,64007387,3570276110,53,966,0,0,4175.554299,2541.209527,1421932106,1421932108,78.185783,31.186037,0.11268,0.082486,0.030194,0,1,0,0,0,5,1,1,2,1,1,1,Exploits,1
175.45.176.0,14630,149.171.126.16,111,tcp,FIN,0.63,564,354,254,252,2,1,-,6450.793457,3936.508057,10,8,255,255,2859465197,1647495487,56,44,0,0,5370.084828,141.055922,1421934248,1421934248,70.0,88.281711,0.05467999999999999,0.0077469999999999995,0.046932999999999996,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,51263,149.171.126.11,25,tcp,FIN,1.569089,47007,2040,62,252,24,8,smtp,235229.4844,9967.566406,54,24,255,255,3109748123,231506970,871,85,0,0,2392.017327,94.80040600000001,1421929685,1421929687,29.605453000000004,65.263262,0.08557100000000001,0.021013,0.064558,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,skip,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930684,1421930684,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,Analysis,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930869,1421930869,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,4,3,3,3,Generic,1
175.45.176.1,18746,149.171.126.16,445,tcp,FIN,0.532194,17782,832,254,252,8,2,-,255155.0625,11259.05176,22,10,255,255,526889171,2902255463,808,83,0,0,1838.8426980000002,76.91731999999999,1421934179,1421934180,24.311763,53.400777000000005,0.090853,0.051577,0.039276,0,1,0,0,0,7,8,1,1,1,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932365,1421932365,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,7,7,7,3,7,Generic,1
175.45.176.0,25663,149.171.126.10,10000,tcp,FIN,0.477504,18340,514,254,252,7,2,-,291901.2188,7757.003418000001,20,10,255,255,3424667703,4276902439,917,51,0,0,2831.276293,114.553977,1421932412,1421932413,24.59221,50.983891,0.037567,0.018638,0.018928999999999998,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930767,1421930767,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,8,4,4,5,Exploits,1
175.45.176.2,52047,149.171.126.11,111,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421930683,1421930683,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,4,1,1,3,1,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930978,1421930978,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,25,25,7,7,7,3,7,Generic,1
175.45.176.1,41317,149.171.126.10,80,tcp,FIN,0.7395109999999999,814,1084,62,252,2,2,http,7929.563965,10558.32813,10,10,255,255,1193975500,4230945600,81,108,0,0,4738.695606,155.942953,1421928606,1421928607,82.07933299999999,77.921555,0.08204700000000001,0.038209,0.043838,0,1,0,0,0,2,3,1,1,1,1,1,Exploits,1
175.45.176.3,3025,149.171.126.14,80,tcp,FIN,1.328311,68195,612,254,252,27,1,http,403875.3125,3426.908447,60,14,255,255,4059237559,1589391797,1137,44,1,0,2054.773225,123.090828,1421928004,1421928005,21.506474,95.718383,0.181945,0.08396100000000001,0.097984,0,1,1,0,0,3,2,1,1,1,1,1,Fuzzers,1
175.45.176.3,29408,149.171.126.18,111,tcp,FIN,0.677349,564,354,254,252,2,1,-,5999.861328,3661.332764,10,8,255,255,1575276073,2951178826,56,44,0,0,5420.676821999999,134.766594,1421927619,1421927620,75.26100000000001,94.289289,0.031457,0.016702,0.014755,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.4999999999999999e-05,114,0,254,0,0,0,dns,30400000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932139,1421932139,0.015,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,2,3,2,1,2,Generic,1
175.45.176.0,47007,149.171.126.16,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421931626,1421931626,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.2,48554,149.171.126.19,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932118,1421932118,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933002,1421933002,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,3,3,3,3,Generic,1
175.45.176.1,60492,149.171.126.11,80,tcp,FIN,0.527935,830,354,254,252,2,1,-,11319.5752,4697.547852000001,10,8,255,255,4247829878,1986144596,83,44,0,0,3418.235143,145.626172,1421932738,1421932739,58.65944399999999,68.324141,0.089167,0.031809,0.057358000000000006,0,1,0,0,0,4,2,1,2,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932248,1421932248,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,7,7,7,4,7,Generic,1
175.45.176.0,51786,149.171.126.16,25,tcp,FIN,1.9011349999999998,130606,2512,62,252,55,8,smtp,544937.625,10280.174809999999,118,36,255,255,2650978111,1396266537,1107,70,0,0,1753.156801,103.408445,1421932159,1421932161,16.249017000000002,53.77585500000001,0.041114,0.007877,0.033237,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932649,1421932649,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,7,8,7,4,7,Generic,1
175.45.176.3,20929,149.171.126.15,25,tcp,FIN,1.812872,19716,1916,254,252,13,8,-,84286.14844,8071.170898,32,22,255,255,2748194140,1917388118,616,87,0,0,4102.716264,132.43543799999998,1421931432,1421931434,58.47974,80.755477,0.189554,0.09345099999999999,0.096103,0,1,0,0,0,2,4,3,3,3,3,3,Generic,1
175.45.176.3,12823,149.171.126.13,6458,tcp,FIN,0.444483,6632,268,62,252,4,1,-,110852.3828,4031.650146,14,6,255,255,3165636990,804902511,474,45,0,0,2082.099871,119.607266,1421932678,1421932678,33.276769,79.916398,0.09260700000000001,0.044897,0.04771,0,1,0,0,0,6,1,1,2,1,1,1,Exploits,1
175.45.176.0,65075,149.171.126.15,445,tcp,FIN,1.0151350000000001,994,810,254,252,3,2,-,7187.221191,5745.04834,12,10,255,255,75828974,3815739194,83,81,0,0,5408.1011450000005,159.52934399999998,1421928072,1421928073,86.90363599999999,102.30244499999999,0.213606,0.094403,0.119203,0,1,0,0,0,2,2,2,1,1,1,1,Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932551,1421932551,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,7,9,7,4,7,Generic,1
175.45.176.2,48978,149.171.126.13,6905,udp,INT,1.1e-05,1850,0,254,0,0,0,-,672727296.0,0.0,2,0,0,0,0,0,925,0,0,0,0.0,0.0,1421932484,1421932484,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.3,55958,149.171.126.15,179,tcp,FIN,0.810471,534,268,254,252,2,1,-,4747.856445,2211.060059,10,6,255,255,753157809,3179277499,53,45,0,0,4741.914862,234.192891,1421928281,1421928282,85.349889,143.358203,0.188199,0.093676,0.094523,0,1,0,0,0,7,3,1,2,1,1,1,Fuzzers,1
